报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,101.435,9.9544,10.19,9.64,8.78%,2320.59万,199.86%,3.48,10.5223,437.3391,2.9282,PE；PB,6.83亿,1.89亿,4.06%,41.79亿,14.73亿,,,孙锋峰
2026-03-31,101.435,9.9544,10.19,9.64,8.78%,2320.59万,199.86%,3.48,2.6306,437.3391,2.9282,PE；PB,6.83亿,1.89亿,4.06%,41.79亿,14.73亿,,,孙锋峰
2025,87.499,9.9544,8.79,38.29,14.02%,4156.39万,79.29%,3.52,2.2852,193.1868,2.4972,PE；PB,8.19亿,1.66亿,2.57%,42.13亿,14.10亿,0.01,,孙锋峰
2024,104.267,9.9968,10.43,33.58,0.02%,2318.21万,-27.66%,3.53,3.105,447.6395,2.9547,PE；PB,17.57亿,1.34亿,0.69%,42.22亿,13.97亿,0.012,,孙锋峰
2023,71.737,10.0191,7.16,33.57,11.20%,3204.78万,-71.07%,4.13,2.1369,223.053,1.7337,PE；PB,6.45亿,1.35亿,0.95%,41.66亿,14.45亿,,,孙锋峰
2022,60.315,10.0191,6.02,30.19,10.67%,1.11亿,64.00%,3.96,1.9978,54.7273,1.5202,PE；PB,5.85亿,1.08亿,3.62%,39.71亿,12.87亿,,,孙锋峰
2021,87.667,10.0191,8.75,27.28,4.10%,6755.17万,141.40%,3.82,3.2136,97.2222,2.2906,PE；PB,5.55亿,-221.21万,2.48%,38.23亿,12.21亿,,,孙锋峰
2020,61.209,10.1172,6.05,26.21,23.67%,-1.63亿,-806.46%,3.77,2.3353,,1.6048,PE；PB,3.92亿,-6669.74万,-6.34%,37.84亿,9.32亿,,,孙锋峰
2019,71.896,10.112,7.11,21.19,-22.56%,2309.71万,-85.94%,3.95,3.3929,355.5,1.8,PE；PB,7.90亿,9752.25万,0.95%,40.02亿,8.47亿,,,孙锋峰
2018,44.561,6.7414,6.61,27.36,-9.12%,1.64亿,204.20%,3.94,1.6287,41.3125,1.6777,PE；PB,21.67亿,8272.21万,5.99%,40.19亿,6.69亿,0.15,,孙锋峰
2017,,,7.84,30.11,32.54%,5398.31万,139.07%,6.81,,130.6667,1.1512,PE；PB,30.04亿,3274.58万,1.80%,41.49亿,7.18亿,,,孙锋峰
2016,,,10.87,22.72,49.10%,-1.38亿,-394.27%,2.77,,,3.9242,PE；PB,7.75亿,-386.93万,-6.16%,14.35亿,6.42亿,0.08,,孙锋峰
2015,,,18.93,15.24,16.04%,4695.12万,-26.14%,3.12,,210.3333,6.0673,PE；PB,10.84亿,1.85亿,2.86%,16.19亿,5.72亿,0.2,,孙锋峰
2014,,,6.08,13.13,12.60%,6356.95万,41.06%,7.75,,46.7692,0.7845,PE；PB,10.67亿,1.90亿,4.74%,16.16亿,5.87亿,0.1,,孙锋峰
2013,,,2.47,11.66,30.05%,4506.46万,-21.27%,5.11,,9.88,0.4834,PE；PB,4.60亿,1.52亿,3.82%,9.60亿,4.69亿,0.15,,孙锋峰
2012,,,2.06,8.97,15.62%,5723.81万,-19.06%,5.02,,6.4375,0.4104,PE；PB,2.49亿,1.40亿,6.40%,9.46亿,3.67亿,0.3,,孙锋峰
2011,,,2.04,7.76,31.30%,7072.09万,15.41%,5.0,,5.2308,0.408,PE；PB,4.01亿,1.42亿,9.06%,9.41亿,2.94亿,0.3,,孙锋峰
2010,,,3.95,5.91,55.33%,6127.76万,57.00%,7.21,,9.186,0.5479,PE；PB,6.63亿,1.14亿,10.48%,8.74亿,1.82亿,,,孙锋峰
