报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,22.851,2.4003,9.52,6.56,6.52%,-1788.18万,-159.20%,6.85,3.4834,,1.3898,PE；PB,6.54亿,5.85亿,-3.08%,20.77亿,7.51亿,0.1,20%: 最新年度净利润同比下降,台州豪享控股有限公司
2026-03-31,22.851,2.4003,9.52,6.56,6.52%,-1788.18万,-159.20%,6.85,0.8708,,1.3898,PE；PB,6.54亿,5.85亿,-3.08%,20.77亿,7.51亿,0.1,,台州豪享控股有限公司
2025,28.078,2.2373,12.55,27.8,20.70%,1.05亿,47.53%,6.12,1.01,27.8889,2.0507,PE；PB,2.17亿,6.03亿,4.44%,16.60亿,7.78亿,0.1,,台州豪享控股有限公司
2024,19.732,2.2372,8.82,23.03,30.98%,7146.32万,21.39%,5.46,0.8568,27.5625,1.6154,PE；PB,1.69亿,5.28亿,4.00%,14.05亿,6.04亿,,,台州豪享控股有限公司
2023,25.098,2.225,11.28,17.58,3.42%,5887.07万,-16.61%,5.13,1.4276,43.3846,2.1988,PE；PB,1.59亿,4.63亿,3.49%,13.07亿,4.57亿,0.1,,台州豪享控股有限公司
2022,17.844,2.225,8.02,17.0,5.55%,7059.71万,12.68%,4.92,1.0496,25.0625,1.6301,PE；PB,1.16亿,4.31亿,3.42%,12.54亿,4.50亿,0.1,,台州豪享控股有限公司
2021,19.867,2.2248,8.93,16.11,41.57%,6265.37万,-42.99%,4.67,1.2332,31.8929,1.9122,PE；PB,1.34亿,3.85亿,4.45%,12.09亿,5.30亿,0.15,,台州豪享控股有限公司
2020,16.627,1.5467,10.75,11.38,2.60%,1.10亿,47.55%,4.55,1.4611,20.6731,2.3626,PE；PB,1.58亿,3.60亿,10.02%,11.72亿,3.42亿,0.4,,台州豪享控股有限公司
2019,10.315,1.0667,9.67,11.09,2.42%,7448.50万,-26.08%,5.31,0.9301,26.8611,1.8211,PE；PB,1.37亿,3.17亿,9.26%,9.67亿,2.85亿,0.3,,台州豪享控股有限公司
2018,8.011,1.0667,7.51,10.83,28.41%,1.01亿,39.94%,7.31,0.7397,11.5538,1.0274,PE；PB,2.27亿,2.83亿,9.88%,8.96亿,2.32亿,0.3,,台州豪享控股有限公司
2017,,,10.9,8.43,21.86%,7200.42万,-18.36%,6.66,,15.7971,1.6366,PE；PB,2.54亿,2.21亿,8.54%,7.11亿,1.31亿,0.3,,台州豪享控股有限公司
2016,,,,6.92,21.03%,8820.15万,31.30%,5.07,,,,PE；PB,1.73亿,1.86亿,12.75%,4.05亿,9200.73万,,,台州豪享控股有限公司
2015,,,,5.72,-10.68%,6717.74万,11.00%,4.42,,,,PE；PB,1.47亿,1.41亿,11.75%,3.53亿,5891.25万,,,台州豪享控股有限公司
2014,,,,6.4,28.70%,6052.25万,1.32%,4.03,,,,PE；PB,1.08亿,1.17亿,9.46%,3.22亿,7094.13万,,,台州豪享控股有限公司
2013,,,,4.97,-4.26%,5973.49万,7.08%,3.67,,,,PE；PB,8602.48万,9409.58万,12.01%,2.94亿,6013.84万,,,台州豪享控股有限公司
2012,,,,5.19,False,5578.38万,False,3.27,,,,PE；PB,7365.70万,7064.02万,10.74%,2.62亿,4534.92万,,,台州豪享控股有限公司
