报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,70.884,1.611,44.0,5.6617,3.13,89.38%,1398.96万,31.28%,7.50,3.13亿,3.29亿,4.85%,13.35亿,1.18亿
2025,49.192,1.5518,31.7,5.0299,9.78,85.97%,4160.08万,11.36%,7.40,3.38亿,3.17亿,4.60%,13.08亿,9116.29万
2024,30.71,1.5518,19.79,5.8384,5.26,19.95%,3735.63万,27.69%,6.46,1.71亿,2.89亿,7.04%,10.79亿,8079.70万
2023,39.493,1.5518,25.45,9.0167,4.38,-7.90%,2925.49万,-38.66%,6.48,2.45亿,2.68亿,6.08%,10.53亿,4894.81万
2022,30.43,1.5384,19.78,6.3929,4.76,4.57%,4769.46万,-29.60%,6.27,3.47亿,2.60亿,10.15%,10.10亿,5738.04万
2021,35.937,1.4856,24.19,7.8982,4.55,13.52%,6774.48万,7.00%,5.62,3.32亿,2.43亿,14.89%,8.36亿,5195.93万
2020,,,,,4.01,5.21%,6331.09万,3.74%,4.45,1.53亿,2.02亿,15.79%,4.96亿,3035.71万
2019,,,,,3.81,-1.22%,6102.56万,8.74%,3.88,1.86亿,1.41亿,16.02%,4.33亿,3065.61万
2018,,,,,3.86,5.25%,5612.03万,20.39%,2.83,1.05亿,1.02亿,14.55%,2.88亿,4086.18万
2017,,,,,3.66,False,4661.56万,False,2.11,874.61万,4734.50万,12.80%,2.07亿,3075.09万
