报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,356.744,9.9705,35.78,8.3821,10.64,9.15%,1.42亿,4.79%,7.23,9.74亿,42.94亿,13.94%,77.70亿,9.48亿
2025,273.291,9.9705,27.41,5.9631,45.83,13.24%,6.10亿,0.91%,7.17,7.39亿,41.52亿,14.63%,77.06亿,7.76亿
2024,168.003,9.9705,16.85,4.1513,40.47,4.86%,6.05亿,6.27%,6.73,6.52亿,37.89亿,16.51%,72.10亿,8.58亿
2023,228.266,10.0381,22.74,5.9152,38.59,21.86%,5.69亿,14.50%,6.28,7.44亿,33.23亿,16.09%,67.86亿,7.89亿
2022,271.229,10.0381,27.02,8.5642,31.67,0.16%,4.97亿,-37.49%,5.84,5.66亿,28.92亿,16.64%,63.05亿,8.91亿
2021,417.183,10.0381,41.56,13.1936,31.62,24.37%,7.95亿,38.57%,5.70,20.09亿,25.46亿,26.72%,61.36亿,7.06亿
2020,441.074,10.0381,43.94,17.3515,25.42,18.08%,5.74亿,14.64%,4.98,13.20亿,19.22亿,24.43%,53.69亿,4.93亿
2019,213.861,9.6334,22.2,9.9332,21.53,19.76%,5.01亿,-7.82%,3.79,3.48亿,14.35亿,25.24%,39.55亿,5.71亿
2018,69.04,6.4223,10.75,3.8398,17.98,47.65%,5.43亿,121.81%,5.01,2.82亿,10.37亿,31.05%,34.84亿,4.59亿
2017,,,12.87,,12.18,78.09%,2.45亿,87.75%,3.18,5.04亿,5.61亿,21.30%,21.52亿,3.12亿
2016,,,12.55,,6.84,28.35%,1.30亿,51.76%,5.64,6.84亿,3.62亿,21.15%,17.64亿,1.68亿
2015,,,14.56,,5.33,42.09%,8592.23万,35.73%,3.13,9921.79万,2.73亿,18.45%,8.75亿,1.22亿
2014,,,4.66,,3.75,40.71%,6330.29万,-19.45%,5.66,9491.06万,2.06亿,19.31%,7.83亿,1.41亿
2013,,,5.04,,2.66,23.49%,7859.03万,18.65%,5.15,2.26亿,1.67亿,29.50%,6.52亿,7563.96万
2012,,,2.69,,2.16,46.81%,6623.84万,50.32%,8.88,2.89亿,1.09亿,30.70%,5.54亿,5864.87万
2011,,,,,1.47,45.26%,4406.61万,40.96%,2.73,1211.12万,5862.88万,29.99%,1.28亿,4766.20万
2010,,,,,1.01,85.74%,3126.19万,114.22%,1.79,2009.72万,2117.26万,30.90%,8381.77万,3462.20万
