报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,224.416,8.9623,25.04,9.2734,18.15,6.87%,5.81亿,17.66%,3.54,10.24亿,18.90亿,32.51%,32.04亿,4.07亿
2024,146.085,8.9623,16.3,6.2913,23.22,18.41%,6.14亿,13.25%,3.53,11.61亿,16.82亿,26.69%,31.81亿,3.84亿
2023,117.048,8.9623,13.06,5.9688,19.61,14.57%,5.42亿,50.90%,3.74,11.11亿,18.53亿,28.08%,33.63亿,3.65亿
2022,60.585,8.9623,6.76,3.5388,17.12,11.70%,3.59亿,-13.79%,3.72,11.82亿,18.22亿,21.26%,33.39亿,3.06亿
2021,62.561,7.5924,8.24,4.0836,15.32,12.00%,4.17亿,45.13%,3.75,7.62亿,18.21亿,27.47%,28.50亿,3.87亿
2020,33.179,7.5924,4.37,2.4254,13.68,13.78%,2.87亿,90.28%,3.43,6.39亿,15.46亿,21.45%,26.18亿,3.80亿
2019,29.914,7.5924,3.94,2.4866,12.03,3.71%,1.51亿,-7.94%,3.17,4.47亿,13.25亿,13.10%,24.09亿,4.13亿
2018,27.94,7.5924,3.68,2.4107,11.59,-35.90%,1.64亿,-46.48%,3.00,5.53亿,12.18亿,14.77%,23.48亿,4.15亿
2017,,,4.89,,18.09,74.47%,3.06亿,29.28%,4.30,5.38亿,11.15亿,16.87%,21.81亿,3.72亿
2016,,,7.49,,10.37,71.95%,2.37亿,16.60%,3.70,3.84亿,8.09亿,22.59%,18.78亿,4.07亿
2015,,,9.63,,6.03,5.45%,2.03亿,24.66%,3.31,6.00亿,6.14亿,33.69%,16.80亿,1.70亿
2014,,,6.1,,5.72,-17.96%,1.63亿,779.03%,3.12,1.21亿,4.10亿,6.11%,5.15亿,9660.47万
2013,,,4.29,,3.66,19.52%,1855.24万,-2.65%,3.08,1.56亿,1.50亿,5.06%,5.82亿,1.13亿
2012,,,2.94,,3.07,-15.15%,1905.75万,-28.92%,3.03,1.32亿,1.43亿,6.22%,5.73亿,1.52亿
2011,,,3.02,,3.61,14.48%,2681.16万,4.69%,3.85,1.01亿,1.33亿,7.42%,5.61亿,1.44亿
2010,,,6.44,,3.16,-20.40%,2560.94万,-58.74%,3.77,2.05亿,1.23亿,8.11%,5.49亿,1.50亿
