报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,57.88,2.5078,23.08,5.1864,8.37,2.60%,1.92亿,21.31%,8.91,16.01亿,10.52亿,22.96%,22.37亿,1.44亿
2024,43.33,2.1472,20.18,4.0762,10.63,-5.24%,1.70亿,-15.68%,6.43,8.47亿,9.60亿,15.96%,13.81亿,1.45亿
2023,53.616,2.1472,24.97,4.7786,11.22,10.17%,2.01亿,18.05%,6.09,7.04亿,8.76亿,17.93%,13.08亿,1.72亿
2022,61.152,2.1472,28.48,6.0012,10.19,0.16%,1.71亿,0.32%,5.34,4.45亿,7.17亿,16.75%,11.47亿,2.18亿
2021,67.512,2.148,31.43,6.6383,10.17,41.49%,1.70亿,40.04%,4.56,3.30亿,6.06亿,16.72%,9.79亿,2.49亿
2020,31.059,2.1494,14.45,4.3197,7.19,19.75%,1.21亿,7.21%,3.80,3.09亿,4.96亿,16.90%,8.16亿,1.73亿
2019,22.771,2.1502,10.59,3.7952,6.0,31.10%,1.13亿,16.66%,3.53,4.45亿,4.26亿,18.87%,7.58亿,1.38亿
2018,16.35,2.1656,7.55,3.5699,4.58,12.94%,9709.98万,2.66%,3.41,7268.90万,3.64亿,21.21%,7.38亿,6110.99万
2017,,,10.53,,4.05,23.08%,9458.36万,18.04%,4.66,1.29亿,2.91亿,23.33%,6.73亿,6380.38万
2016,,,16.33,,3.29,7.22%,8012.96万,24.96%,4.16,1.82亿,2.34亿,24.26%,5.94亿,5985.74万
2015,,,20.15,,3.07,8.36%,6412.41万,-10.16%,3.76,2.87亿,1.90亿,20.02%,5.41亿,5167.13万
2014,,,12.46,,2.83,34.13%,7137.93万,12.03%,3.43,2.94亿,1.62亿,25.21%,4.97亿,5131.21万
2013,,,14.03,,2.11,30.17%,6371.30万,43.16%,6.42,2.96亿,1.26亿,30.15%,4.42亿,3422.84万
2012,,,4.9,,1.62,7.88%,4450.37万,10.17%,5.65,2.73亿,8577.05万,27.41%,3.91亿,2603.79万
2011,,,,,1.51,22.10%,4039.42万,4.52%,5.55,4061.06万,7267.40万,26.84%,1.44亿,1879.26万
2010,,,,,1.23,41.96%,3864.87万,54.59%,3.99,4389.19万,3572.93万,31.35%,1.04亿,1667.65万
