报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,82.896,1.5706,52.78,53.1507,0.38991,-3.14%,-1921.57万,-138.93%,3.45,5072.26万,-3.33亿,-49.28%,5.42亿,1.40亿
2025,29.967,1.5706,19.08,9.4832,3.16,39.90%,1570.83万,110.23%,3.53,1.16亿,-3.14亿,3.90%,5.55亿,1.16亿
2024,29.061,1.5574,18.66,12.8588,2.26,-13.03%,-1.54亿,-1654.86%,3.36,7222.79万,-3.29亿,-75.07%,5.08亿,2.05亿
2023,40.321,1.5574,25.89,15.5081,2.6,36.43%,987.58万,115.56%,4.34,6606.96万,-1.76亿,-0.50%,6.68亿,1.97亿
2022,21.971,1.6002,13.73,11.5031,1.91,-44.59%,-6347.18万,-298.94%,4.15,4.13亿,-1.86亿,-34.60%,6.67亿,1.43亿
2021,25.611,1.304,19.64,7.4451,3.44,-5.46%,3190.52万,-69.56%,2.03,1.16亿,-1.22亿,9.25%,2.45亿,1.11亿
2020,27.377,1.2981,21.09,7.5212,3.64,-26.13%,1.05亿,148.56%,1.14,1.48亿,-1.54亿,28.71%,1.47亿,1.52亿
2019,23.683,1.2164,19.47,4.8136,4.92,-38.70%,-2.16亿,-143.08%,0.08,7292.74万,-2.59亿,-61.63%,1099.77万,1.10亿
2018,22.204,1.246,17.82,2.7651,8.03,59.30%,-8878.58万,-518.33%,1.96,2.28亿,-4309.65万,-10.55%,3.41亿,3.88亿
2017,,,32.01,,5.04,137.07%,2122.40万,58.81%,4.92,1.10亿,8554.64万,9.84%,4.42亿,2.17亿
2016,,,35.39,,2.13,96.00%,1336.42万,-39.29%,4.51,4517.37万,6798.38万,11.77%,3.63亿,1.19亿
2015,,,32.88,,1.09,-11.74%,2201.24万,-14.42%,4.45,1.39亿,6476.41万,20.28%,2.97亿,6659.22万
2014,,,,,1.23,-19.73%,2572.04万,-16.58%,3.90,7913.35万,6149.22万,20.92%,1.95亿,6518.67万
2013,,,,,1.53,-13.79%,3083.27万,-30.01%,3.69,5088.83万,5320.49万,20.13%,1.84亿,6466.17万
2012,,,,,1.78,22.07%,4405.23万,6.59%,3.38,5929.63万,4060.06万,24.79%,1.69亿,7960.51万
2011,,,,,1.46,False,4133.06万,False,2.83,6706.95万,1777.23万,28.40%,1.41亿,6268.51万
