报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,32.542,1.818,17.9,24.9197,0.326468,-44.98%,-681.57万,-353.34%,4.46,1.78亿,1.85亿,-21.22%,8.16亿,9876.87万
2025,37.869,1.818,20.83,12.0219,3.15,2.36%,-67.79万,96.95%,4.50,2.18亿,1.92亿,-0.71%,8.24亿,8730.98万
2024,41.9,1.8313,22.88,13.6482,3.07,-17.58%,-2219.14万,-157.45%,4.47,2.73亿,1.92亿,-7.66%,8.25亿,9940.31万
2023,32.675,1.3091,24.96,8.7601,3.73,40.58%,3862.66万,155.36%,7.00,3.73亿,2.54亿,9.69%,9.20亿,1.06亿
2022,24.994,1.2798,19.53,9.4317,2.65,4.64%,1512.66万,-42.80%,6.32,2.70亿,2.31亿,5.22%,8.15亿,8737.05万
2021,37.037,1.2798,28.94,14.5815,2.54,-8.05%,2644.43万,-57.43%,6.34,3.58亿,2.42亿,10.64%,8.16亿,5734.10万
2020,29.435,1.2798,23.0,10.6649,2.76,-0.57%,6212.08万,-16.69%,6.52,4.13亿,2.72亿,22.51%,8.38亿,5924.58万
2019,,,,,2.77,18.59%,7456.80万,18.66%,3.45,4505.34万,2.14亿,27.13%,3.33亿,4195.92万
2018,,,,,2.34,21.85%,6284.37万,43.02%,2.82,5205.06万,1.57亿,26.72%,2.72亿,4260.17万
2017,,,,,1.92,13.76%,4394.18万,0.19%,2.56,5247.42万,1.36亿,22.70%,2.47亿,3467.96万
2016,,,,,1.69,36.18%,4385.97万,96.97%,2.16,2818.41万,1.04亿,25.55%,2.09亿,2710.79万
2015,,,,,1.24,5.45%,2226.75万,38.39%,2.76,1310.85万,7980.63万,17.46%,1.78亿,2695.06万
2014,,,,,1.18,-5.39%,1609.00万,-33.17%,2.41,1619.03万,5754.90万,13.53%,1.56亿,2676.35万
2013,,,,,1.24,False,2407.63万,False,2.15,3151.54万,4550.13万,19.39%,1.38亿,3241.06万
