报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,924.658,9.7744,94.6,19.6736,11.75,26.03%,865.76万,-81.97%,3.54,9.80亿,17.86亿,1.20%,34.84亿,11.82亿
2025,1044.369,9.7705,106.89,17.2111,60.68,32.23%,5.22亿,15.30%,3.53,12.67亿,17.77亿,8.94%,34.63亿,9.83亿
2024,229.933,7.4436,30.89,5.0105,45.89,30.04%,4.53亿,31.59%,3.92,7.58亿,14.46亿,9.90%,29.13亿,8.84亿
2023,91.121,5.6738,16.06,2.5821,35.29,20.72%,3.44亿,22.74%,4.37,9.91亿,11.48亿,9.88%,24.82亿,6.73亿
2022,64.712,4.346,14.89,2.2139,29.23,31.19%,2.80亿,36.69%,4.87,8.24亿,9.16亿,9.48%,21.08亿,4.39亿
2021,46.705,3.3432,13.97,2.0963,22.28,30.82%,2.05亿,12.86%,5.55,8.14亿,7.21亿,8.92%,18.51亿,4.00亿
2020,19.077,3.2224,5.92,1.1202,17.03,27.35%,1.82亿,13.48%,4.36,4.46亿,5.86亿,10.60%,14.04亿,4.68亿
2019,8.271,2.1482,3.85,0.6182,13.38,24.96%,1.60亿,48.52%,5.79,4.72亿,4.67亿,11.74%,12.45亿,3.15亿
2018,7.332,2.1501,3.41,0.6852,10.7,36.01%,1.08亿,25.92%,5.02,3.41亿,3.54亿,10.14%,10.82亿,2.11亿
2017,,,4.51,,7.87,51.86%,8560.67万,19.22%,3.19,4.81亿,2.68亿,11.20%,6.79亿,1.55亿
2016,,,2.56,,5.18,23.01%,7180.56万,5.90%,7.48,4.72亿,2.14亿,13.96%,6.00亿,1.11亿
2015,,,,,4.21,52.97%,6780.39万,59.42%,3.59,8840.86万,1.43亿,16.03%,2.17亿,7650.36万
2014,,,,,2.75,26.03%,4253.06万,27.63%,2.46,5730.13万,7807.12万,15.44%,1.48亿,5168.76万
2013,,,,,2.19,52.10%,3332.31万,24.63%,1.75,5026.31万,3718.54万,15.25%,1.05亿,3939.57万
2012,,,,,1.44,200.89%,2673.83万,483.09%,4.00,2521.85万,2850.81万,18.53%,4283.18万,2355.44万
2011,,,,,0.477532,False,458.56万,False,1.46,629.68万,385.62万,9.40%,1503.90万,1315.44万
