报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,234.53,15.6562,14.98,9.3067,6.3,-8.42%,-9250.16万,-84.02%,2.58,17.25亿,-7.10亿,-15.17%,43.39亿,36.36亿
2025,284.786,15.6562,18.19,6.9089,41.22,-0.40%,-3.98亿,-105.43%,2.65,19.82亿,-6.17亿,-9.43%,44.39亿,30.89亿
2024,281.029,15.6562,17.95,6.7914,41.38,4.33%,-1.94亿,-498.76%,2.83,22.68亿,-2.19亿,-4.75%,47.17亿,32.94亿
2023,184.01,15.5021,11.87,4.6385,39.67,10.93%,4857.16万,9.49%,2.82,20.78亿,-2501.28万,1.15%,44.70亿,36.46亿
2022,139.209,15.5021,8.98,3.8929,35.76,8.42%,4436.31万,107.89%,2.74,26.21亿,-7358.44万,0.81%,43.66亿,36.01亿
2021,174.279,15.6024,11.17,5.2844,32.98,24.01%,-5.62亿,-42.12%,2.66,24.07亿,-6822.31万,-16.85%,42.78亿,32.78亿
2020,191.91,15.6024,12.3,7.2147,26.6,-3.13%,-3.96亿,-235.10%,3.06,22.28亿,4.99亿,-14.66%,48.73亿,33.79亿
2019,218.434,15.6024,14.0,7.9575,27.45,-11.29%,2.93亿,-34.81%,4.16,16.58亿,21.26亿,10.56%,65.69亿,31.13亿
2018,206.264,15.6024,13.22,6.6644,30.95,26.05%,4.49亿,3.93%,3.99,20.36亿,18.66亿,14.70%,63.07亿,28.34亿
2017,,,18.77,,24.55,20.73%,4.32亿,5.26%,3.80,12.90亿,15.40亿,18.07%,60.12亿,22.24亿
2016,,,21.32,,20.33,20.65%,4.11亿,4.04%,3.57,13.91亿,11.47亿,20.63%,56.36亿,16.98亿
2015,,,31.0,,16.85,10.62%,3.95亿,21.23%,7.36,31.33亿,11.30亿,23.88%,52.80亿,12.33亿
2014,,,17.82,,15.24,15.50%,3.26亿,30.34%,2.95,4.88亿,8.04亿,21.80%,19.88亿,10.06亿
2013,,,9.99,,13.19,26.30%,2.50亿,20.12%,5.43,3.42亿,7.30亿,19.34%,16.62亿,6.90亿
2012,,,5.52,,10.44,33.29%,2.08亿,30.28%,4.69,3.58亿,5.33亿,20.42%,14.37亿,4.91亿
2011,,,3.63,,7.84,41.91%,1.60亿,47.97%,3.99,4.16亿,3.44亿,21.40%,12.27亿,3.78亿
2010,,,5.36,,5.52,18.36%,1.08亿,63.09%,7.69,6.66亿,2.85亿,20.82%,10.72亿,2.52亿
