报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,69.342,10.2425,6.77,1.0343,16.76,-7.29%,3037.98万,-60.02%,6.22,49.03亿,25.03亿,1.14%,67.49亿,82.81亿
2025,83.457,10.2401,8.15,1.0027,83.23,15.95%,4.03亿,-20.36%,6.19,51.42亿,24.73亿,5.68%,67.30亿,81.43亿
2024,82.677,10.1944,8.11,1.1518,71.78,27.10%,5.06亿,51.94%,5.82,47.42亿,22.30亿,8.02%,62.62亿,69.50亿
2023,64.369,10.1209,6.36,1.1397,56.48,-1.54%,3.33亿,64.40%,5.22,36.06亿,17.97亿,7.00%,55.44亿,56.73亿
2022,57.298,9.6951,5.91,0.9989,57.36,5.15%,2.03亿,42.45%,4.96,28.54亿,14.95亿,4.05%,50.94亿,46.61亿
2021,72.187,9.5359,7.57,1.3233,54.55,76.99%,1.42亿,49.56%,4.67,23.25亿,12.94亿,2.32%,47.21亿,35.05亿
2020,42.03,9.3399,4.5,1.3637,30.82,7.56%,9511.55万,21.87%,4.57,18.08亿,11.55亿,2.37%,45.21亿,21.06亿
2019,42.03,9.3399,4.5,1.467,28.65,3.78%,7804.86万,124.95%,4.51,21.13亿,10.58亿,1.99%,44.47亿,14.59亿
2018,40.629,9.3399,4.35,1.4715,27.61,1.00%,-3.13亿,-439.87%,4.58,10.58亿,9.85亿,-12.29%,45.29亿,11.78亿
2017,,,7.69,,27.34,41.43%,9205.22万,111.93%,4.90,12.49亿,13.02亿,2.79%,48.55亿,13.37亿
2016,,,10.91,,19.33,-23.19%,-7.71亿,-468.05%,4.88,10.08亿,12.18亿,-40.71%,48.61亿,14.89亿
2015,,,16.2,,25.16,-14.69%,2.10亿,9.08%,5.21,7.02亿,20.13亿,7.83%,44.60亿,13.72亿
2014,,,11.59,,29.5,17.06%,1.92亿,50.66%,4.69,6.18亿,18.35亿,6.45%,34.99亿,13.28亿
2013,,,7.95,,25.2,55.68%,1.28亿,-38.45%,4.43,8.30亿,16.75亿,4.98%,33.10亿,12.27亿
2012,,,7.2,,16.19,-26.92%,2.07亿,-54.50%,4.18,6.59亿,16.23亿,13.03%,31.63亿,12.59亿
2011,,,14.4,,22.15,47.66%,4.55亿,22.11%,3.93,6.91亿,14.62亿,20.76%,29.32亿,7.77亿
2010,,,25.29,,15.0,32.95%,3.73亿,26.53%,3.20,8.31亿,10.97亿,24.95%,23.82亿,6.37亿
