报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,62.491,1.0336,60.46,17.8889,0.873322,-11.93%,-2553.14万,-55.01%,11.92,3.35亿,1.64亿,-29.23%,12.32亿,5.68亿
2025,32.517,1.0336,31.46,4.1318,7.87,10.10%,2584.79万,174.92%,12.17,3.84亿,1.90亿,3.28%,12.58亿,4.63亿
2024,23.246,1.0336,22.49,3.2512,7.15,22.93%,-3450.11万,-188.35%,11.92,5.12亿,1.64亿,-4.82%,12.32亿,5.06亿
2023,39.856,1.0336,38.56,6.8481,5.82,2.35%,3905.11万,-42.06%,12.65,6.63亿,2.29亿,6.71%,13.07亿,4.47亿
2022,47.432,1.0336,45.89,8.3507,5.68,3.48%,6740.15万,-23.16%,12.67,7.05亿,2.33亿,11.86%,13.10亿,3.45亿
2021,,,,,5.49,31.08%,8771.37万,30.47%,7.48,1.75亿,2.22亿,15.97%,5.79亿,3.46亿
2020,,,,,4.19,18.73%,6722.72万,229.68%,6.29,1.94亿,1.40亿,16.04%,4.87亿,2.82亿
2019,,,,,3.53,9.38%,2039.15万,373.73%,4.22,7779.93万,7707.66万,5.78%,2.65亿,2.09亿
2018,,,,,3.23,False,-744.94万,False,3.89,6693.78万,5858.56万,-2.31%,2.44亿,2.31亿
2014,,,,,2.02,8.80%,2483.76万,-21.66%,3.09,2207.95万,4839.06万,12.28%,1.61亿,1.12亿
2013,,,,,1.86,58.16%,3170.40万,54.34%,2.93,3577.77万,4550.45万,17.05%,1.49亿,8041.70万
2012,,,,,1.18,False,2054.11万,False,2.31,2088.82万,1632.19万,17.47%,1.18亿,8091.52万
