报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,62.701,4.7573,13.18,22.79,14.62%,9945.87万,53.78%,7.55,2.7513,62.7619,1.7457,PE；PB,3.97亿,18.16亿,4.40%,37.90亿,13.30亿,0.16,,赵磊
2026-03-31,62.701,4.7573,13.18,22.79,14.62%,9945.87万,53.78%,7.55,0.6878,62.7619,1.7457,PE；PB,3.97亿,18.16亿,4.40%,37.90亿,13.30亿,0.16,,赵磊
2025,63.714,4.769,13.36,88.84,16.05%,2.45亿,-32.36%,7.34,0.7172,26.1961,1.8202,PE；PB,3.20亿,17.16亿,2.79%,36.89亿,12.10亿,0.25,,赵磊
2024,49.922,4.039,12.36,76.56,17.43%,3.62亿,33.20%,7.08,0.6521,13.7333,1.7458,PE；PB,13.07亿,15.91亿,4.73%,35.55亿,9.86亿,0.22000000000000003,,赵磊
2023,56.031,4.0022,14.0,65.19,9.35%,2.72亿,32.39%,5.61,0.8595,20.5882,2.4955,PE；PB,5.68亿,13.43亿,4.21%,24.42亿,5.75亿,0.16,,赵磊
2022,71.002,4.0001,17.75,59.62,61.59%,2.05亿,-47.41%,5.11,1.1909,34.8039,3.4736,PE；PB,13.04亿,11.38亿,3.44%,22.03亿,6.59亿,0.3,,赵磊
2021,85.322,4.0001,21.33,36.9,40.04%,3.90亿,15.24%,4.89,2.3122,21.7653,4.362,PE；PB,7.57亿,10.57亿,10.57%,21.16亿,5.72亿,0.3,,赵磊
2020,88.322,4.0001,22.08,26.35,10.89%,3.39亿,69.91%,4.22,3.3519,23.7419,5.2322,PE；PB,3.84亿,7.99亿,12.85%,16.88亿,4.29亿,,,赵磊
2019,,,,23.76,10.56%,1.99亿,20.50%,2.8,,,,PE；PB,2.02亿,4.74亿,8.39%,10.09亿,2.25亿,,,赵磊
2018,,,,21.49,15.48%,1.65亿,-3.66%,2.25,,,,PE；PB,1.84亿,2.82亿,7.69%,8.09亿,2.15亿,,,赵磊
2017,,,,18.61,13.47%,1.72亿,66.17%,2.6,,,,PE；PB,1.24亿,2.63亿,9.22%,4.61亿,1.70亿,,,赵磊
2016,,,,16.4,False,1.03亿,False,1.7,,,,PE；PB,2.10亿,9912.43万,6.30%,3.01亿,1.95亿,,,赵磊
