报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,71.888,2.0273,35.46,1.622,11.08,23.99%,7776.75万,-7.40%,14.59,28.43亿,14.08亿,6.76%,30.95亿,9.73亿
2025,72.172,2.0273,35.6,1.6222,44.49,10.67%,2.95亿,-0.93%,14.23,24.65亿,13.30亿,6.48%,30.25亿,10.38亿
2024,44.903,1.8209,24.66,1.117,40.2,26.41%,2.98亿,4.83%,12.96,22.91亿,11.71亿,7.26%,25.71亿,8.11亿
2023,36.472,1.6578,22.0,1.1469,31.8,8.12%,2.84亿,19.48%,11.20,19.29亿,10.02亿,8.93%,19.73亿,5.59亿
2022,26.429,1.658,15.94,0.8986,29.41,18.26%,2.38亿,102.88%,10.27,10.27亿,8.08亿,8.09%,17.02亿,6.22亿
2021,21.904,1.6594,13.2,0.8807,24.87,35.09%,1.17亿,27.11%,8.92,8.57亿,6.31亿,4.71%,14.79亿,6.20亿
2020,30.784,1.6,19.24,1.6721,18.41,-5.36%,9224.37万,-22.74%,8.58,9.58亿,5.53亿,5.01%,13.73亿,4.29亿
2019,,,,,19.45,11.02%,1.19亿,25.46%,6.38,3.22亿,5.11亿,6.14%,7.66亿,3.64亿
2018,,,,,17.52,10.01%,9517.01万,-0.03%,5.38,2.82亿,3.95亿,5.43%,6.45亿,3.36亿
2017,,,,,15.93,23.33%,9520.23万,20.01%,4.59,1.67亿,3.04亿,5.98%,5.51亿,2.93亿
2016,,,,,12.92,31.42%,7933.19万,955.27%,3.94,2.53亿,2.34亿,6.14%,4.80亿,2.38亿
2015,,,,,9.83,2.49%,751.77万,-84.13%,3.48,1.49亿,1.76亿,0.76%,4.22亿,2.18亿
2014,,,,,9.59,12.84%,4736.75万,-6.77%,2.97,1.52亿,1.75亿,5.10%,3.77亿,1.67亿
2013,,,,,8.5,False,5080.56万,False,2.71,1.42亿,1.40亿,6.18%,3.36亿,1.24亿
