报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,56.873,8.9003,6.39,0.7948,17.89,9.84%,5090.57万,80.36%,5.25,18.58亿,5850.85万,2.84%,46.72亿,12.80亿
2025,50.624,7.2945,6.94,0.6829,74.13,10.51%,2.36亿,-16.14%,4.82,10.79亿,760.28万,3.18%,35.19亿,12.60亿
2024,44.642,7.2945,6.12,0.6655,67.08,16.89%,2.81亿,-19.47%,4.50,9.13亿,-1.99亿,4.19%,32.84亿,14.05亿
2023,42.527,7.2945,5.83,0.741,57.39,15.05%,3.49亿,312.74%,4.45,12.42亿,-2.51亿,6.08%,32.44亿,11.28亿
2022,32.17,7.3114,4.4,0.6449,49.88,-10.25%,8452.14万,177.52%,4.02,14.49亿,-5.32亿,1.69%,29.40亿,11.17亿
2021,34.071,7.3114,4.66,0.613,55.58,-0.38%,-1.09亿,-154.22%,3.68,11.44亿,-5.87亿,-1.96%,26.90亿,10.49亿
2020,36.118,7.3114,4.94,0.6474,55.79,-5.67%,2.01亿,-2.49%,3.95,10.97亿,-4.34亿,3.60%,28.91亿,10.02亿
2019,25.252,5.6241,4.49,0.427,59.14,-4.90%,2.06亿,1028.70%,3.73,9.46亿,-4.77亿,3.49%,20.97亿,9.48亿
2018,18.053,5.6241,3.21,0.2903,62.19,-14.86%,1827.09万,103.85%,3.59,8.64亿,-6.57亿,0.29%,20.17亿,9.18亿
2017,,,5.17,,73.04,-0.29%,-4.75亿,-661.78%,3.41,7.81亿,-6.75亿,-6.50%,19.19亿,7.55亿
2016,,,10.68,,73.25,-10.40%,8455.14万,-43.38%,4.36,8.18亿,-1.44亿,1.15%,24.51亿,10.09亿
2015,,,9.71,,81.75,-22.15%,1.49亿,-54.99%,7.92,18.02亿,3.61亿,3.89%,23.80亿,12.62亿
2014,,,6.87,,81.67,-4.35%,3.32亿,5.98%,7.46,8.73亿,13.79亿,4.06%,27.95亿,9.55亿
2013,,,4.5,,85.38,-4.13%,3.13亿,13.87%,6.59,5.38亿,11.18亿,3.67%,24.72亿,10.33亿
2012,,,4.8,,89.06,-12.94%,2.75亿,17.44%,5.88,5.35亿,8.70亿,3.09%,22.05亿,9.28亿
2011,,,4.13,,102.3,25.95%,2.34亿,53.38%,5.33,7.15亿,6.89亿,2.29%,20.32亿,11.29亿
2010,,,5.77,,81.22,44.45%,1.53亿,-50.77%,4.83,3.66亿,5.19亿,1.88%,18.11亿,11.78亿
