报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,42.079,4.356,9.66,0.8117,12.96,0.30%,3117.80万,4.49%,7.51,21.83亿,8.91亿,2.38%,33.00亿,6.90亿
2025,44.693,4.356,10.26,1.0162,43.98,10.73%,6446.13万,-22.66%,7.46,23.50亿,8.69亿,1.36%,32.78亿,7.91亿
2024,34.107,4.356,7.83,0.8587,39.72,-17.58%,8335.09万,-14.27%,7.37,18.75亿,8.38亿,2.02%,32.45亿,9.32亿
2023,40.903,4.356,9.39,0.8488,48.19,-2.37%,9722.10万,-6.04%,7.26,18.39亿,7.94亿,1.89%,31.99亿,10.02亿
2022,36.721,4.356,8.43,0.7439,49.36,-10.38%,1.03亿,-31.97%,7.11,20.00亿,7.43亿,1.87%,31.44亿,7.71亿
2021,60.156,4.356,13.81,1.0922,55.08,23.61%,1.52亿,-11.78%,6.98,17.90亿,6.99亿,2.59%,31.04亿,7.25亿
2020,32.008,3.6876,8.68,0.7183,44.56,10.18%,1.72亿,78.16%,5.92,9.64亿,6.04亿,3.82%,22.54亿,5.14亿
2019,38.867,3.6876,10.54,0.9611,40.44,16.32%,9677.95万,143.88%,5.52,5.38亿,4.79亿,2.28%,20.91亿,6.05亿
2018,15.635,3.6876,4.24,0.4497,34.77,8.87%,3968.31万,-35.46%,5.25,3.95亿,3.94亿,0.99%,19.83亿,5.90亿
2017,,,6.64,,31.94,7.13%,6148.18万,-35.21%,5.20,2.28亿,3.78亿,1.88%,19.53亿,5.64亿
2016,,,9.96,,29.81,4.37%,9489.14万,23.19%,5.09,3.82亿,3.53亿,3.14%,19.07亿,4.86亿
2015,,,12.46,,28.56,7.78%,7703.02万,147.31%,4.90,2.85亿,2.97亿,2.66%,18.38亿,4.94亿
2014,,,10.12,,26.5,-14.89%,3114.73万,-9.85%,3.91,1.08亿,2.66亿,1.30%,11.48亿,4.95亿
2013,,,8.3,,31.87,17.53%,3455.13万,84.63%,3.75,1.06亿,2.44亿,1.10%,11.24亿,4.50亿
2012,,,8.82,,27.12,8.77%,1871.35万,-26.44%,3.64,7879.81万,2.26亿,0.72%,11.12亿,4.58亿
2011,,,12.72,,24.93,-6.09%,2543.95万,-72.52%,3.58,1.21亿,2.08亿,0.94%,11.07亿,4.79亿
2010,,,15.4,,26.55,25.50%,9256.79万,80.19%,3.49,3.16亿,1.85亿,3.54%,10.81亿,3.49亿
