报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,62.292,6.2858,9.91,1.3032,11.95,-1.45%,7139.07万,-23.43%,6.49,24.16亿,24.18亿,7.19%,46.30亿,8.55亿
2025,54.749,6.2858,8.71,0.9728,56.28,12.58%,2.47亿,81.32%,6.38,26.53亿,23.47亿,5.08%,45.42亿,10.06亿
2024,40.543,6.2858,6.45,0.811,49.99,5.05%,1.36亿,36.69%,6.23,23.23亿,22.56亿,3.21%,44.28亿,9.23亿
2023,45.321,6.2858,7.21,0.9525,47.58,12.62%,9983.58万,5.21%,6.10,20.52亿,21.57亿,2.56%,43.45亿,8.61亿
2022,42.681,6.2858,6.79,1.0102,42.25,2.46%,9489.29万,-15.71%,5.97,15.96亿,20.76亿,2.89%,41.89亿,9.21亿
2021,50.412,6.2858,8.02,1.2224,41.24,21.86%,1.13亿,-54.41%,5.87,16.32亿,20.08亿,3.40%,41.04亿,7.61亿
2020,35.2,6.2858,5.6,1.0402,33.84,-0.65%,2.47亿,39.97%,5.79,12.23亿,19.73亿,7.72%,40.78亿,7.08亿
2019,28.412,6.2858,4.52,0.8342,34.06,-7.64%,1.76亿,0.25%,5.46,8.23亿,17.94亿,5.50%,37.30亿,6.36亿
2018,23.572,6.2858,3.75,0.6392,36.88,-11.62%,1.76亿,-51.94%,5.24,4.95亿,16.76亿,5.33%,35.82亿,6.93亿
2017,,,6.93,,41.72,28.96%,3.66亿,56.36%,7.40,4.67亿,15.71亿,9.15%,33.69亿,7.27亿
2016,,,8.18,,32.35,7.81%,2.34亿,-24.52%,6.60,4.80亿,12.75亿,7.93%,29.23亿,7.49亿
2015,,,11.46,,30.01,18.74%,3.10亿,12.25%,5.94,4.48亿,10.92亿,11.49%,26.78亿,5.56亿
2014,,,8.28,,25.27,28.41%,2.76亿,15.38%,5.71,4.20亿,9.31亿,11.92%,24.55亿,4.53亿
2013,,,4.69,,19.68,29.95%,2.40亿,64.05%,6.84,2.64亿,7.78亿,12.96%,22.79亿,3.38亿
2012,,,3.74,,15.15,-1.41%,1.46亿,-36.97%,6.07,6.64亿,5.57亿,10.45%,19.94亿,2.81亿
2011,,,4.44,,15.36,18.03%,2.32亿,1.27%,5.91,9.25亿,5.24亿,16.18%,19.26亿,2.99亿
2010,,,9.98,,13.01,41.42%,2.29亿,50.69%,7.21,9.21亿,4.36亿,18.97%,17.82亿,2.94亿
