报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,37.654,2.2307,16.88,2.579,3.65,-5.55%,4692.03万,1.50%,9.74,4.92亿,6.42亿,12.77%,21.71亿,1.86亿
2025,36.45,2.2307,16.34,2.304,15.82,8.28%,2.16亿,13.43%,9.53,6.08亿,5.95亿,13.59%,21.25亿,1.95亿
2024,29.557,2.2307,13.25,2.0231,14.61,15.61%,1.91亿,17.18%,9.27,5.64亿,5.57亿,12.98%,20.66亿,2.09亿
2023,30.583,2.2307,13.71,2.4215,12.63,21.79%,1.63亿,41.54%,9.03,9.20亿,5.20亿,12.86%,20.15亿,1.97亿
2022,20.879,2.2307,9.36,2.0134,10.37,10.13%,1.15亿,-21.00%,8.81,11.04亿,4.85亿,11.06%,19.64亿,1.90亿
2021,26.813,2.2307,12.02,2.8464,9.42,5.67%,1.45亿,-18.88%,8.64,12.88亿,4.74亿,15.44%,19.28亿,1.71亿
2020,24.962,2.2307,11.19,2.8016,8.91,-5.58%,1.79亿,0.59%,8.56,13.05亿,4.71亿,20.12%,19.09亿,1.58亿
2019,28.508,2.2307,12.78,3.0199,9.44,-26.76%,1.78亿,-17.12%,8.31,13.74亿,4.44亿,18.93%,18.54亿,1.29亿
2018,24.597,2.3009,10.69,1.9082,12.89,6.71%,2.15亿,-7.68%,8.29,4.16亿,4.20亿,16.88%,19.36亿,1.27亿
2017,,,18.16,,12.08,40.36%,2.33亿,48.28%,11.23,2.17亿,3.92亿,19.53%,18.71亿,1.58亿
2016,,,21.48,,8.61,28.75%,1.57亿,39.81%,5.86,1.91亿,2.94亿,18.30%,8.52亿,1.20亿
2015,,,19.11,,6.68,15.37%,1.12亿,17.18%,5.18,1.11亿,2.37亿,16.82%,7.31亿,9506.83万
2014,,,,,5.79,29.34%,9592.05万,20.48%,3.30,8460.67万,1.84亿,16.56%,3.38亿,7455.19万
2013,,,,,4.48,40.87%,7961.77万,44.06%,2.64,8170.80万,1.26亿,17.77%,2.71亿,6421.74万
2012,,,,,3.18,15.93%,5526.80万,16.98%,3.99,5642.64万,7875.04万,17.38%,2.16亿,4330.84万
2011,,,,,2.74,False,4724.56万,False,3.22,4736.12万,4251.68万,17.23%,1.74亿,3774.63万
