报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,40.235,1.9889,20.23,3.1434,3.2,5.50%,2980.72万,16.53%,8.16,4.81亿,9.16亿,9.31%,16.23亿,2.39亿
2025,45.267,1.9889,22.76,3.419,13.24,-3.12%,1.06亿,-3.71%,8.04,5.18亿,8.86亿,8.01%,15.99亿,2.39亿
2024,31.743,1.9889,15.96,2.3221,13.67,3.72%,1.10亿,-1.18%,7.54,4.63亿,8.27亿,8.06%,15.00亿,2.36亿
2023,56.087,1.9889,28.2,4.2555,13.18,5.03%,1.11亿,-9.28%,7.15,3.87亿,7.53亿,8.46%,14.21亿,2.64亿
2022,23.986,1.9889,12.06,1.9128,12.54,5.87%,1.23亿,25.47%,6.75,3.01亿,6.53亿,9.79%,13.43亿,2.70亿
2021,25.799,1.9891,12.97,2.1771,11.85,21.74%,9795.81万,5.59%,6.08,1.83亿,5.67亿,8.27%,12.09亿,2.52亿
2020,21.269,1.9896,10.69,2.1859,9.73,5.91%,9276.98万,42.48%,5.16,1.46亿,4.97亿,9.54%,10.26亿,2.17亿
2019,21.778,1.9907,10.94,2.3697,9.19,-0.82%,6511.11万,-3.07%,4.57,2.38亿,4.23亿,7.25%,9.13亿,1.92亿
2018,13.048,1.4,9.32,1.4076,9.27,8.13%,6717.38万,-14.40%,6.06,1.14亿,3.78亿,7.73%,8.68亿,1.90亿
2017,,,12.24,,8.57,6.35%,7847.72万,-3.18%,8.06,1.17亿,3.40亿,9.65%,8.22亿,1.57亿
2016,,,,,8.06,14.57%,8105.76万,20.56%,5.76,5700.22万,2.92亿,10.54%,4.45亿,1.42亿
2015,,,,,7.03,9.45%,6723.65万,-0.80%,4.68,5994.55万,2.15亿,9.95%,3.64亿,1.01亿
2014,,,,,6.43,-0.20%,6778.18万,-1.49%,3.78,2449.22万,1.54亿,10.88%,2.94亿,9470.66万
2013,,,,,6.44,7.09%,6880.44万,6.14%,3.08,4116.87万,1.08亿,10.94%,2.40亿,7454.34万
2012,,,,,6.01,42.83%,6482.24万,51.61%,2.17,4092.72万,4431.08万,11.02%,1.71亿,8258.27万
2011,,,,,4.21,False,4275.65万,False,4.26,6914.34万,6710.99万,12.41%,1.43亿,6893.26万
