报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,170.264,2.74,62.14,7.17,17.81,23.69%,4.96亿,29.39%,13.66,6.34亿,25.58亿,27.85%,38.82亿,16.08亿
2024,172.374,2.7309,63.12,8.5588,20.14,25.20%,5.28亿,14.40%,12.15,5.76亿,21.68亿,26.19%,34.64亿,17.23亿
2023,162.264,2.7308,59.42,10.0848,16.09,21.49%,4.61亿,12.16%,10.72,5.77亿,17.48亿,28.66%,30.72亿,19.18亿
2022,131.877,1.7067,77.27,9.9605,13.24,5.37%,4.11亿,7.92%,14.84,4.29亿,14.06亿,31.05%,26.79亿,8.58亿
2021,103.911,1.0627,97.78,8.2666,12.57,17.21%,3.81亿,2.11%,20.33,7.55亿,11.07亿,30.32%,23.07亿,6.65亿
2020,60.359,1.058,57.05,5.6305,10.72,53.19%,3.73亿,22.28%,17.01,11.24亿,8.06亿,34.80%,18.00亿,7.01亿
2019,23.258,0.6613,35.17,3.3226,7.0,91.83%,3.05亿,81.74%,22.05,10.78亿,4.85亿,43.60%,14.58亿,7.18亿
2018,,,,,3.65,120.59%,1.68亿,150.13%,6.45,1.66亿,2.22亿,46.02%,3.20亿,4.61亿
2017,,,,,1.65,114.92%,6712.72万,122.25%,3.06,8096.84万,6826.58万,40.58%,1.52亿,1.53亿
2016,,,,,0.769637,98.06%,3020.35万,241.38%,4.66,4071.43万,3073.86万,39.24%,7164.31万,5936.84万
2015,,,,,0.388581,321.06%,884.76万,905.83%,2.69,2149.62万,355.55万,22.77%,4143.96万,2966.28万
2014,,,,,0.092287,-15.02%,87.96万,11709.72%,2.11,1915.23万,1403.20万,9.53%,3159.11万,1560.11万
2013,,,,,0.108601,False,7400.00,False,2.05,1982.78万,1324.03万,0.07%,3071.14万,820.85万
