报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,32.298,3.5453,9.11,6.8428,1.18,-8.90%,1230.02万,89.69%,3.65,2.36亿,-1.56亿,10.46%,13.08亿,7.44亿
2025,31.447,3.5453,8.87,3.1701,9.92,46.93%,4863.77万,155.02%,3.61,2.98亿,-1.68亿,4.96%,12.95亿,6.28亿
2024,26.554,3.5453,7.49,3.9339,6.75,-39.45%,-8840.06万,36.68%,3.49,2.22亿,-2.17亿,-12.93%,12.50亿,4.88亿
2023,26.98,3.5453,7.61,2.4197,11.15,28.22%,-1.40亿,24.20%,3.62,2.48亿,-1.28亿,-12.43%,12.97亿,4.80亿
2022,24.037,3.5453,6.78,2.7629,8.7,4.57%,-1.84亿,-6.07%,4.02,2.82亿,1127.67万,-21.11%,14.37亿,5.45亿
2021,31.482,3.5453,8.88,3.7839,8.32,-29.51%,-1.74亿,-1038.62%,4.53,2.23亿,1.95亿,-21.20%,16.18亿,5.00亿
2020,20.634,3.5453,5.82,1.7486,11.8,9.33%,1850.01万,150.95%,5.02,3.02亿,3.69亿,1.00%,17.82亿,3.89亿
2019,22.016,3.5453,6.21,2.0404,10.79,34.21%,-3630.77万,-157.69%,4.96,3.95亿,3.50亿,-4.20%,17.59亿,6.37亿
2018,17.443,3.5453,4.92,2.1695,8.04,6.91%,6294.09万,172.18%,5.08,4.78亿,3.91亿,6.91%,18.06亿,3.41亿
2017,,,9.46,,7.52,35.61%,-8719.67万,36.53%,4.90,4.08亿,3.39亿,-12.09%,17.51亿,2.81亿
2016,,,13.54,,5.55,-24.54%,-1.37亿,-407.43%,5.14,3.18亿,4.28亿,-24.89%,18.37亿,3.35亿
2015,,,14.11,,7.35,-14.97%,4468.68万,-19.29%,5.54,2.48亿,5.77亿,6.19%,19.76亿,4.01亿
2014,,,12.11,,8.65,-5.75%,5536.56万,-33.54%,5.46,3.46亿,5.50亿,6.55%,19.42亿,4.01亿
2013,,,11.6,,9.17,8.20%,8330.88万,-20.97%,5.37,4.22亿,5.30亿,9.21%,17.22亿,4.93亿
2012,,,10.82,,8.48,13.56%,1.05亿,-12.91%,5.18,6.15亿,4.70亿,12.50%,16.61亿,5.43亿
2011,,,12.52,,7.47,15.71%,1.21亿,7.92%,4.90,7.43亿,3.85亿,16.29%,15.72亿,3.04亿
2010,,,,,6.45,-1.93%,1.12亿,-7.15%,2.60,1.75亿,2.67亿,17.51%,6.23亿,2.07亿
