报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,14.065,0.7648,18.39,9.7246,0.361584,0.28%,-105.94万,-158.16%,3.46,1.25亿,6227.74万,-2.93%,2.64亿,6055.37万
2025,19.923,0.7648,26.05,12.0745,1.65,-34.54%,-214.63万,-86.58%,3.47,1.37亿,6333.68万,-1.30%,2.65亿,6076.14万
2024,20.137,0.7648,26.33,7.9593,2.53,16.65%,-115.04万,-104.66%,3.47,1.15亿,6548.31万,-0.46%,2.66亿,6433.64万
2023,15.143,0.7648,19.8,6.9783,2.17,-21.09%,2465.96万,-29.46%,3.49,1.60亿,6666.79万,11.39%,2.67亿,8637.01万
2022,,,,,2.74,31.14%,3496.06万,15.93%,2.44,4094.59万,4454.58万,12.74%,1.30亿,5584.30万
2021,,,,,2.09,37.42%,3015.71万,0.0002%,5.50,3474.44万,4980.14万,14.41%,1.00亿,1.22亿
2020,,,,,1.52,10.50%,3015.70万,203.73%,4.05,2867.08万,2639.81万,19.80%,7391.83万,8457.86万
2019,,,,,1.38,84.67%,992.87万,500.42%,2.50,1624.13万,117.19万,7.21%,4558.73万,6799.82万
2018,,,,,0.746197,47.61%,-247.96万,-165.91%,3.78,2268.95万,-468.68万,17.10%,3931.06万,7198.32万
2017,,,,,0.930048,8.78%,376.20万,-49.15%,2.70,1762.96万,516.98万,4.05%,4927.57万,3062.76万
2016,,,,,0.854965,25.81%,739.85万,137.25%,2.69,1417.84万,559.46万,8.65%,4916.57万,1312.67万
2015,,,,,0.679562,-9.58%,311.85万,303.03%,2.29,2294.81万,613.17万,4.59%,4176.71万,2313.48万
2014,,,,,0.751596,False,77.38万,False,2.12,1268.33万,339.54万,1.03%,3864.86万,2082.90万
