报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,81.618,8.303,9.83,6.6034,3.09,0.66%,9666.25万,-18.91%,2.85,11.54亿,10.01亿,31.32%,23.67亿,3.68亿
2025,82.366,8.303,9.92,10.3866,7.93,-0.32%,1.31亿,-36.86%,2.73,12.27亿,9.03亿,16.47%,22.69亿,3.98亿
2024,82.034,8.303,9.88,10.3187,7.95,-2.63%,2.07亿,-18.55%,2.74,10.99亿,8.72亿,26.00%,22.72亿,4.01亿
2023,54.681,5.9307,9.22,6.6929,8.17,6.83%,2.54亿,7.87%,3.61,11.24亿,7.67亿,31.09%,21.42亿,3.65亿
2022,47.421,4.0187,11.8,6.1988,7.65,34.20%,2.35亿,61.29%,3.64,6.13亿,5.89亿,30.79%,14.61亿,3.21亿
2021,36.972,2.8705,12.88,6.4863,5.7,39.21%,1.46亿,68.05%,4.37,6.75亿,4.08亿,25.62%,12.55亿,2.43亿
2020,25.787,2.3921,10.78,6.3049,4.09,32.91%,8683.60万,54.00%,4.71,7.39亿,2.94亿,21.22%,11.27亿,1.90亿
2019,6.8,1.6,4.25,2.2078,3.08,26.25%,5638.66万,28.55%,4.03,3.42亿,2.28亿,18.31%,6.45亿,1.88亿
2018,3.824,1.6,2.39,1.5672,2.44,1.54%,4386.41万,-17.26%,3.74,2.79亿,1.86亿,17.99%,5.98亿,1.29亿
2017,,,3.54,,2.4,20.79%,5301.15万,-7.53%,3.53,2.40亿,1.58亿,22.07%,5.65亿,1.26亿
2016,,,,,1.99,-24.30%,5732.81万,-5.81%,2.03,1.10亿,1.10亿,28.83%,2.43亿,6006.75万
2015,,,,,2.63,30.41%,6086.51万,183.08%,2.09,5820.51万,6880.09万,23.17%,1.88亿,4517.70万
2014,,,,,2.01,66.53%,2150.10万,38.25%,1.68,882.10万,1401.19万,10.67%,7820.92万,4776.77万
2013,,,,,1.21,105.24%,1555.27万,578.01%,2.19,787.27万,1611.74万,12.86%,3290.82万,3161.24万
2012,,,,,0.58931,False,229.39万,False,1.29,326.64万,212.00万,3.89%,1035.55万,766.37万
