报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,2503.021,75.2562,33.26,1.7479,1074.03,17.96%,58.52亿,115.41%,18.75,1373.02亿,216.32亿,7.30%,1466.41亿,699.24亿
2024,1595.316,44.7243,35.67,1.1963,1333.51,5.01%,42.20亿,42.68%,11.38,1492.04亿,170.91亿,4.91%,1395.35亿,662.01亿
2023,1299.241,44.7243,29.05,1.736,748.39,25.81%,29.57亿,1614.73%,10.81,679.67亿,85.52亿,3.95%,524.73亿,362.91亿
2022,982.593,44.7243,21.97,1.6518,594.85,-0.31%,1.72亿,-19.34%,10.28,576.04亿,57.38亿,1.46%,502.88亿,323.91亿
2021,1092.167,44.7243,24.42,1.8282,597.4,8.14%,2.14亿,-30.08%,10.29,557.29亿,64.73亿,0.39%,531.04亿,326.87亿
2020,777.756,44.7243,17.39,1.4079,552.44,4.91%,3.06亿,-84.93%,10.24,521.40亿,64.35亿,0.46%,528.26亿,313.66亿
2019,294.642,13.7812,21.38,0.5595,526.57,36.82%,20.29亿,314.65%,11.19,485.69亿,64.42亿,2.23%,472.85亿,186.39亿
2018,176.813,13.7812,12.83,1.0456,169.1,1.31%,4.89亿,121.27%,10.95,144.91亿,64.95亿,3.59%,206.19亿,67.44亿
2017,,,24.12,,166.91,-22.21%,-23.00亿,11.68%,9.13,159.98亿,60.11亿,-15.24%,149.95亿,90.28亿
2016,,,26.99,,214.57,-22.72%,-26.04亿,-4310.72%,10.85,147.74亿,83.18亿,-14.08%,181.64亿,156.32亿
2015,,,34.02,,277.64,-1.98%,6184.95万,39.97%,12.73,126.21亿,109.56亿,-0.84%,194.45亿,143.33亿
2014,,,35.99,,283.24,27.59%,4418.91万,11.77%,12.63,131.90亿,109.38亿,-0.14%,195.92亿,123.99亿
2013,,,23.61,,221.98,-25.15%,3953.51万,142.45%,12.59,136.38亿,109.14亿,-0.0098%,198.07亿,99.30亿
2012,,,22.67,,296.58,-15.41%,-9312.71万,-104.13%,12.71,227.13亿,109.09亿,0.08%,212.37亿,72.13亿
2011,,,19.25,,286.99,-3.87%,22.52亿,-13.65%,16.80,256.12亿,116.06亿,8.12%,194.86亿,36.17亿
2010,,,31.23,,298.55,18.30%,26.09亿,4.32%,24.07,282.63亿,97.85亿,8.95%,174.74亿,35.18亿
