报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,35.097,1.7435,20.13,5.8888,4.47,-19.78%,2275.87万,-37.64%,6.79,5.05亿,2.89亿,4.49%,12.12亿,4784.52万
2024,41.567,1.2673,32.8,5.275,7.88,-14.01%,6241.30万,230.08%,9.49,6.24亿,3.01亿,7.98%,12.25亿,3062.53万
2023,16.286,1.2733,12.79,1.7779,9.16,2.20%,1890.86万,113.13%,9.19,5.53亿,2.60亿,1.50%,11.92亿,4019.60万
2022,13.26,1.2775,10.38,1.4783,8.97,-34.90%,-1.44亿,-229.18%,9.37,7.11亿,2.64亿,-16.80%,12.08亿,4699.64万
2021,18.225,1.2754,14.29,1.3235,13.77,21.97%,1.12亿,10.30%,10.66,8.56亿,4.33亿,8.09%,13.64亿,3563.72万
2020,15.928,0.9718,16.39,1.4108,11.29,10.31%,1.01亿,-21.34%,13.12,9.99亿,3.67亿,8.93%,12.79亿,2291.37万
2019,,,,,10.24,34.92%,1.29亿,39.87%,6.98,3.07亿,2.76亿,12.54%,5.11亿,2.46亿
2018,,,,,7.59,93.73%,9188.05万,75.30%,5.34,2.22亿,1.70亿,12.11%,3.89亿,1.64亿
2017,,,,,3.92,60.34%,5241.47万,52.09%,3.61,1.72亿,9066.35万,13.38%,2.52亿,9931.97万
2016,,,,,2.44,28.63%,3446.33万,57.80%,2.83,6945.85万,5436.01万,14.11%,1.23亿,1151.88万
2015,,,,,1.9,2.91%,2184.04万,60.81%,2.47,4385.77万,1338.97万,11.50%,7417.39万,1477.56万
2014,,,,,1.85,175.78%,1358.19万,114.39%,1.72,3742.08万,1932.18万,7.36%,4383.85万,2280.71万
2013,,,,,0.669064,False,633.52万,False,1.12,3466.16万,709.80万,9.47%,2849.91万,344.26万
