报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,51.839,3.1901,16.25,5.5781,6.97,-25.78%,2.03亿,-22.32%,8.67,18.41亿,13.55亿,29.00%,28.44亿,1.71亿
2024,58.666,3.1901,18.39,5.4624,10.74,-14.09%,3.18亿,9.64%,8.11,19.87亿,12.22亿,30.36%,26.69亿,1.81亿
2023,47.724,3.1901,14.96,3.8179,12.5,17.94%,2.90亿,20.80%,7.95,20.87亿,11.54亿,24.94%,26.09亿,1.81亿
2022,44.598,3.1901,13.98,4.2074,10.6,26.12%,2.40亿,26.12%,7.25,20.21亿,9.83亿,23.82%,23.68亿,1.84亿
2021,69.104,3.186,21.69,8.2267,8.4,-4.00%,1.91亿,13.26%,6.73,16.06亿,8.63亿,23.77%,21.85亿,1.88亿
2020,42.114,3.2075,13.13,4.813,8.75,4.08%,1.68亿,-8.42%,6.33,15.09亿,7.34亿,19.84%,20.61亿,1.74亿
2019,50.946,3.1921,15.96,6.0578,8.41,35.76%,1.84亿,62.42%,5.79,10.89亿,6.04亿,22.23%,18.75亿,1.98亿
2018,33.503,3.1787,10.54,5.4037,6.2,111.28%,1.13亿,25.20%,5.14,10.10亿,4.47亿,18.49%,16.56亿,1.13亿
2017,,,13.66,,2.93,18.54%,9033.05万,10.53%,9.57,9.66亿,3.94亿,30.79%,16.22亿,6588.79万
2016,,,19.08,,2.47,-34.14%,8172.75万,-28.98%,5.51,4.22亿,3.57亿,33.06%,8.43亿,2710.54万
2015,,,38.58,,3.76,-10.10%,1.15亿,5.76%,5.16,5.28亿,3.14亿,30.64%,7.71亿,6407.70万
2014,,,11.55,,4.18,20.84%,1.09亿,35.99%,13.29,4.62亿,2.63亿,26.05%,7.09亿,1.78亿
2013,,,,,3.46,21.87%,8001.69万,18.99%,6.21,1.89亿,1.85亿,23.14%,2.48亿,1.27亿
2012,,,,,2.84,21.73%,6724.88万,16.73%,4.41,1.99亿,1.21亿,23.70%,1.76亿,6322.17万
2011,,,,,2.33,False,5761.00万,False,2.93,1.49亿,6836.52万,24.72%,1.17亿,4427.30万
