报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,68.6,1.0,68.6,2.4315,21.16,46.29%,9564.69万,29.09%,11.13,6.26亿,3.66亿,4.74%,11.33亿,237.46万
2024,25.77,1.0,25.77,1.2834,20.08,-0.06%,1.14亿,-17.45%,11.10,6.25亿,3.60亿,5.83%,11.26亿,358.56万
2023,31.24,1.0,31.24,1.555,20.09,23.41%,1.39亿,12.80%,10.82,7.22亿,3.32亿,6.97%,10.90亿,False
2022,17.4,0.8,21.75,1.0688,16.28,-4.37%,1.23亿,-0.60%,12.62,6.72亿,2.70亿,7.56%,10.13亿,6.68万
2021,,,,,17.02,55.26%,1.24亿,51.23%,7.05,1.55亿,1.86亿,7.30%,4.27亿,516.64万
2020,,,,,10.96,17.34%,8173.47万,11.44%,5.38,2.21亿,1.01亿,7.44%,3.26亿,996.38万
2019,,,,,9.34,0.17%,7334.72万,112.17%,4.28,1.81亿,5030.34万,7.85%,2.57亿,1.47亿
2018,,,,,9.33,False,3457.00万,False,3.03,1.53亿,3150.34万,3.71%,1.82亿,1.05亿
