报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,25.946,2.3869,10.87,6.5964,2.95,-9.96%,5168.77万,-8.00%,4.32,10.57亿,4.91亿,17.52%,10.31亿,False
2024,19.501,2.3869,8.17,3.7647,5.18,-11.60%,9723.68万,-3.97%,4.30,9.82亿,4.87亿,18.79%,10.27亿,13.80万
2023,21.054,2.4368,8.64,3.599,5.85,1.91%,1.01亿,-1.75%,3.94,9.61亿,4.30亿,17.30%,9.61亿,95.77万
2022,17.569,2.4368,7.21,3.0608,5.74,-47.78%,1.03亿,37.60%,3.66,9.38亿,3.70亿,17.94%,8.91亿,450.44万
2021,22.93,2.4368,9.41,2.0845,11.0,0.35%,7488.97万,15.00%,3.35,9.01亿,3.06亿,6.81%,8.17亿,1781.58万
2020,17.766,2.437,7.29,1.621,10.96,6.12%,6512.41万,13.26%,3.32,7.44亿,2.74亿,5.94%,8.10亿,198.11万
2019,17.291,1.7413,9.93,1.6739,10.33,62.96%,5750.21万,7.13%,4.46,9.10亿,2.50亿,5.57%,7.76亿,1.33亿
2018,16.254,1.7403,9.34,2.5637,6.34,116.81%,5367.43万,20.99%,4.34,5.41亿,2.42亿,8.47%,7.55亿,1.50亿
2017,,,11.67,,2.92,-4.03%,4436.44万,-26.44%,5.12,1.14亿,2.14亿,15.17%,7.19亿,1.71亿
2016,,,,,3.05,-45.08%,6031.23万,-18.39%,4.99,3329.05万,1.94亿,19.80%,3.83亿,1.15亿
2015,,,,,5.55,116.06%,7390.21万,30.07%,4.39,1.63亿,1.55亿,13.32%,3.37亿,5152.92万
2014,,,,,2.57,14.69%,5681.60万,24.69%,3.80,5209.32万,1.24亿,22.13%,2.92亿,4495.94万
2013,,,,,2.24,-60.73%,4556.52万,-16.54%,3.44,9850.27万,1.08亿,20.36%,2.64亿,469.80万
2012,,,,,5.7,32.19%,5459.45万,-20.26%,3.22,3473.87万,1.03亿,9.58%,2.47亿,5444.56万
2011,,,,,4.31,False,6846.73万,False,3.11,4706.01万,1.07亿,15.88%,2.38亿,8250.76万
