报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,53.707,1.6056,33.45,12.2061,1.1,-3.85%,-1806.25万,9.17%,10.68,5.13亿,3.06亿,-17.33%,17.47亿,4.01亿
2025,49.966,1.6056,31.12,7.3914,6.76,8.81%,1264.66万,26.93%,10.79,4.45亿,3.24亿,1.70%,17.66亿,3.87亿
2024,45.679,1.6056,28.45,7.3557,6.21,5.82%,996.34万,114.59%,10.58,3.97亿,3.26亿,1.29%,17.01亿,3.56亿
2023,38.567,1.6056,24.02,6.5702,5.87,-24.81%,-6827.45万,-333.11%,10.67,4.65亿,3.21亿,-11.73%,17.18亿,3.23亿
2022,28.412,1.5358,18.5,3.6379,7.81,15.76%,2928.86万,-34.97%,11.67,5.62亿,4.06亿,3.26%,17.97亿,3.70亿
2021,40.868,1.5358,26.61,6.0545,6.75,14.82%,4503.88万,-11.72%,11.55,7.06亿,3.96亿,7.06%,17.83亿,3.30亿
2020,40.898,1.5358,26.63,6.9554,5.88,1.32%,5102.02万,-44.64%,11.73,7.45亿,3.70亿,8.68%,18.02亿,1.96亿
2019,60.157,1.5358,39.17,10.3719,5.8,5.06%,9216.63万,0.85%,11.60,2.04亿,3.53亿,15.89%,17.82亿,1.87亿
2018,,,,,5.52,-4.86%,9138.64万,0.14%,6.73,1.05亿,2.69亿,16.56%,7.72亿,1.50亿
2017,,,,,5.8,23.70%,9125.60万,26.76%,5.93,1.88亿,1.86亿,15.73%,6.81亿,1.25亿
2016,,,,,4.69,False,7198.86万,False,5.57,2.50亿,1.52亿,15.35%,6.39亿,8316.91万
