报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,427.28,6.8772,62.13,3.7052,28.83,34.28%,3.72亿,32.26%,12.37,25.34亿,58.46亿,12.89%,85.06亿,43.56亿
2025,410.913,6.8772,59.75,3.7897,108.43,19.26%,12.71亿,26.11%,12.04,30.48亿,54.75亿,11.73%,82.83亿,39.50亿
2024,358.027,6.8772,52.06,3.9374,90.93,24.38%,10.08亿,0.81%,9.98,28.55亿,45.57亿,11.09%,68.62亿,18.34亿
2023,288.567,6.8772,41.96,3.9476,73.1,4.30%,10.00亿,18.78%,9.15,22.28亿,38.58亿,13.68%,62.91亿,21.48亿
2022,455.477,6.8772,66.23,6.4985,70.09,-11.64%,8.42亿,-29.18%,7.99,23.68亿,30.30亿,12.02%,54.93亿,13.21亿
2021,341.384,6.8772,49.64,4.3039,79.32,57.00%,11.89亿,33.98%,7.10,18.22亿,25.13亿,14.99%,48.86亿,15.18亿
2020,156.526,6.541,23.93,3.0983,50.52,36.90%,8.87亿,96.26%,4.62,12.67亿,15.93亿,17.56%,31.31亿,9.50亿
2019,68.223,6.541,10.43,1.8489,36.9,22.03%,4.52亿,163.74%,3.27,9.91亿,8.78亿,12.25%,21.43亿,6.25亿
2018,32.554,5.0316,6.47,1.0765,30.24,46.67%,1.71亿,241.55%,3.44,11.70亿,5.24亿,5.67%,17.34亿,5.45亿
2017,,,6.18,,20.62,18.40%,5019.36万,-3.20%,4.24,8.34亿,3.92亿,2.43%,15.81亿,7.02亿
2016,,,8.17,,17.42,-4.39%,5185.34万,2.92%,2.75,5.62亿,3.61亿,2.98%,8.54亿,3.93亿
2015,,,9.34,,18.22,14.33%,5038.40万,-22.50%,2.60,4.80亿,3.21亿,2.77%,8.08亿,4.07亿
2014,,,5.3,,15.93,19.48%,6501.57万,3.92%,5.46,4.32亿,3.46亿,4.08%,7.71亿,3.64亿
2013,,,,,13.34,-9.02%,6256.57万,-19.85%,4.75,2.34亿,3.26亿,4.69%,5.22亿,3.39亿
2012,,,,,14.66,20.90%,7806.07万,-6.16%,4.54,2.11亿,3.09亿,5.33%,4.99亿,3.03亿
2011,,,,,12.12,False,8318.32万,False,3.83,1.84亿,2.39亿,6.86%,4.21亿,2.48亿
