报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,21.388,3.6624,5.84,3.6,17.56%,-194.39万,9.46%,2.18,5.9411,,2.6789,PE；PB,3.77亿,3.19亿,-0.54%,8.64亿,1.92亿,,,利田发展有限公司
2026-03-31,21.388,3.6624,5.84,3.6,17.56%,-194.39万,9.46%,2.18,1.4853,,2.6789,PE；PB,3.77亿,3.19亿,-0.54%,8.64亿,1.92亿,,,利田发展有限公司
2025,26.942,3.6806,7.32,11.88,-0.30%,-6411.47万,-238.62%,2.2,2.2678,,3.3273,PE；PB,3.39亿,3.21亿,-5.72%,8.72亿,2.23亿,,,利田发展有限公司
2024,18.371,3.6816,4.99,11.91,23.58%,-1893.39万,-187.24%,2.38,1.5425,,2.0966,PE；PB,3.84亿,3.85亿,-1.64%,9.49亿,2.30亿,0.03,,利田发展有限公司
2023,23.695,3.685,6.43,9.64,-47.18%,2170.27万,-88.53%,2.47,2.458,107.1667,2.6032,PE；PB,5.00亿,4.15亿,1.75%,9.84亿,2.04亿,0.1,,利田发展有限公司
2022,25.684,3.685,6.97,18.25,-30.72%,1.89亿,-30.57%,2.61,1.4073,13.4297,2.6705,PE；PB,5.06亿,4.32亿,11.37%,10.72亿,3.03亿,0.25,,利田发展有限公司
2021,34.86,3.685,9.46,26.34,41.07%,2.73亿,64.99%,2.31,1.3235,12.6471,4.0952,PE；PB,4.77亿,3.50亿,11.45%,9.44亿,4.35亿,0.2,,利田发展有限公司
2020,24.726,3.685,6.71,18.67,-5.05%,1.65亿,293.85%,1.78,1.3244,14.878,3.7697,PE；PB,3.87亿,1.72亿,9.58%,7.11亿,2.99亿,0.1,,利田发展有限公司
2019,19.678,3.685,5.34,19.67,30.81%,4193.86万,283.87%,1.49,1.0004,46.8421,3.5839,PE；PB,2.89亿,5603.24万,1.21%,5.96亿,2.20亿,,,利田发展有限公司
2018,13.266,3.685,3.6,15.03,-13.88%,1092.51万,-76.14%,1.38,0.8826,120.0,2.6087,PE；PB,2.01亿,2487.07万,-0.52%,5.69亿,2.79亿,0.06,,利田发展有限公司
2017,,,5.84,17.46,26.30%,4579.10万,60.38%,1.43,,47.0968,4.0839,PE；PB,1.60亿,3825.38万,2.46%,5.72亿,2.36亿,,,利田发展有限公司
2016,,,12.9,13.82,1.71%,2855.17万,152.07%,1.31,,167.5325,9.8473,PE；PB,2.14亿,-311.62万,1.06%,5.32亿,2.23亿,,,利田发展有限公司
2015,,,10.71,13.59,-14.90%,-5483.14万,-1156.16%,1.23,,,8.7073,PE；PB,1.78亿,-2506.94万,-5.11%,5.16亿,2.10亿,0.05,,利田发展有限公司
2014,,,5.83,15.97,10.19%,519.16万,22.96%,1.56,,416.4286,3.7372,PE；PB,1.83亿,4651.20万,-0.25%,5.91亿,2.49亿,0.02,,利田发展有限公司
2013,,,3.3,14.49,-4.78%,422.23万,-83.30%,1.96,,253.8462,1.6837,PE；PB,2.28亿,4983.10万,-0.44%,5.97亿,2.17亿,0.1,,利田发展有限公司
2012,,,2.92,15.22,11.81%,2528.73万,48.15%,1.98,,32.4444,1.4747,PE；PB,2.02亿,7435.84万,1.04%,5.67亿,1.93亿,0.1,,利田发展有限公司
2011,,,2.72,13.61,2.12%,1706.88万,-60.51%,1.99,,45.3333,1.3668,PE；PB,1.69亿,8283.43万,0.57%,5.79亿,1.94亿,,,利田发展有限公司
2010,,,4.92,13.33,25.93%,4322.43万,-6.29%,1.93,,30.75,2.5492,PE；PB,1.73亿,6928.66万,3.07%,5.72亿,1.44亿,0.12,,利田发展有限公司
