报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,43.762,4.9561,8.83,5.96,6.05%,1436.94万,188.41%,0.4,7.3426,294.3333,22.075,PE；PB,1.33亿,-10.24亿,1.63%,1.47亿,7.70亿,,,上海东兴投资控股发展有限公司
2026-03-31,43.762,4.9561,8.83,5.96,6.05%,1436.94万,188.41%,0.4,1.8357,294.3333,22.075,PE；PB,1.33亿,-10.24亿,1.63%,1.47亿,7.70亿,,,上海东兴投资控股发展有限公司
2025,42.622,4.9561,8.6,23.03,3.69%,-6321.28万,76.75%,0.37,1.8507,,23.2432,PE；PB,1.59亿,-10.38亿,-3.72%,1.33亿,8.03亿,,,上海东兴投资控股发展有限公司
2024,45.844,4.9561,9.25,22.21,-4.34%,-2.72亿,-211.05%,0.47,2.0641,,19.6809,PE；PB,9177.15万,-9.75亿,-13.15%,2.12亿,7.77亿,,,上海东兴投资控股发展有限公司
2023,79.595,4.9561,16.06,23.22,-10.60%,2.45亿,194.97%,1.0,3.4279,32.7755,16.06,PE；PB,1.20亿,-7.03亿,10.03%,4.79亿,9.17亿,,,上海东兴投资控股发展有限公司
2022,35.04,4.9561,7.07,25.97,-2.88%,-2.58亿,56.04%,0.49,1.3492,,14.4286,PE；PB,1.71亿,-9.00亿,-10.41%,2.41亿,11.32亿,,,上海东兴投资控股发展有限公司
2021,25.772,3.8124,6.76,26.74,-17.52%,-5.86亿,-80.29%,1.01,0.9638,,6.6931,PE；PB,4.27亿,-6.43亿,-22.17%,5.12亿,12.86亿,,,上海东兴投资控股发展有限公司
2020,25.962,3.8124,6.81,32.42,16.66%,-3.25亿,-23.77%,1.49,0.8008,,4.5705,PE；PB,4.16亿,-4606.56万,-10.29%,6.04亿,12.85亿,,,上海东兴投资控股发展有限公司
2019,31.757,3.8124,8.33,27.79,-7.67%,-2.63亿,-730.65%,2.33,1.1427,,3.5751,PE；PB,4.10亿,2.76亿,-9.73%,9.40亿,14.29亿,0.020999999999999998,,上海东兴投资控股发展有限公司
2018,23.141,3.8124,6.07,30.1,3.62%,4166.29万,-35.46%,2.99,0.7688,55.1818,2.0301,PE；PB,3.83亿,5.26亿,1.40%,11.95亿,12.44亿,0.017,,上海东兴投资控股发展有限公司
2017,,,9.32,29.05,2.94%,6454.91万,-34.83%,2.9,,54.8235,3.2138,PE；PB,4.37亿,4.93亿,2.26%,11.60亿,10.88亿,0.017,,上海东兴投资控股发展有限公司
2016,,,20.67,28.22,17.48%,9904.33万,30.14%,2.75,,79.5,7.5164,PE；PB,5.07亿,4.36亿,3.68%,10.67亿,8.43亿,0.1,,上海东兴投资控股发展有限公司
2015,,,9.05,24.02,27.26%,7610.25万,24.46%,7.55,,33.5185,1.1987,PE；PB,5.22亿,3.57亿,3.16%,9.75亿,7.41亿,,,上海东兴投资控股发展有限公司
2014,,,,18.87,30.94%,6114.38万,-31.72%,6.2,,,,PE；PB,1.48亿,2.96亿,3.27%,6.06亿,6.66亿,,,上海东兴投资控股发展有限公司
2013,,,,14.41,42.30%,8955.38万,48.23%,5.66,,,,PE；PB,1.65亿,2.52亿,6.12%,5.53亿,4.84亿,,,上海东兴投资控股发展有限公司
2012,,,,10.13,16.68%,6041.46万,-4.71%,4.84,,,,PE；PB,1.03亿,1.77亿,5.99%,4.83亿,3.57亿,,,上海东兴投资控股发展有限公司
2011,,,,8.68,False,6340.21万,False,4.34,,,,PE；PB,1.27亿,1.34亿,7.88%,4.31亿,2.27亿,,,上海东兴投资控股发展有限公司
