报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,1549.919,10.2386,151.38,32.91,22.48%,5.88亿,26.32%,22.94,47.0957,261.0,6.599,PE；PB,103.54亿,161.94亿,17.91%,243.85亿,66.62亿,0.7,,孙伟杰
2026-03-31,1549.919,10.2386,151.38,32.91,22.48%,5.88亿,26.32%,22.94,11.7739,261.0,6.599,PE；PB,103.54亿,161.94亿,17.91%,243.85亿,66.62亿,0.7,,孙伟杰
2025,725.2,10.2386,70.83,162.23,21.48%,26.80亿,2.03%,22.49,4.4702,26.8295,3.1494,PE；PB,116.60亿,156.22亿,16.96%,239.17亿,61.68亿,0.8400000000000001,,孙伟杰
2024,370.023,10.2386,36.14,133.55,-4.01%,26.27亿,7.03%,20.66,2.7707,13.9537,1.7493,PE；PB,84.74亿,139.11亿,20.11%,220.02亿,53.51亿,0.6100000000000001,,孙伟杰
2023,277.174,10.2695,26.99,139.12,21.94%,24.54亿,9.33%,18.87,1.9923,11.1529,1.4303,PE；PB,65.50亿,119.70亿,17.92%,201.48亿,51.24亿,0.33083830000000003,,孙伟杰
2022,253.16,9.5785,26.43,114.09,30.00%,22.45亿,41.54%,16.81,2.2189,12.0136,1.5723,PE；PB,61.01亿,98.61亿,20.05%,181.22亿,49.70亿,0.18,,孙伟杰
2021,361.014,9.5785,37.69,87.76,5.80%,15.86亿,-6.17%,13.02,4.1137,22.7048,2.8948,PE；PB,30.98亿,77.88亿,18.36%,128.16亿,41.51亿,0.18,,孙伟杰
2020,314.654,9.5785,32.85,82.95,19.78%,16.90亿,24.23%,11.57,3.7933,18.5593,2.8392,PE；PB,31.36亿,63.76亿,20.76%,113.74亿,48.41亿,0.16,,孙伟杰
2019,330.554,9.5785,34.51,69.25,50.66%,13.61亿,121.16%,10.2,4.7733,24.3028,3.3833,PE；PB,29.96亿,48.45亿,20.11%,100.40亿,41.65亿,0.12,,孙伟杰
2018,133.429,9.5785,13.93,45.97,44.23%,6.15亿,807.57%,8.78,2.9025,21.7656,1.5866,PE；PB,15.48亿,35.53亿,13.85%,86.66亿,22.58亿,0.12,,孙伟杰
2017,,,12.1,31.87,12.47%,6778.96万,-43.82%,8.3,,172.8571,1.4578,PE；PB,13.19亿,30.57亿,2.38%,81.71亿,15.75亿,0.03,,孙伟杰
2016,,,18.68,28.34,0.26%,1.21亿,-16.65%,8.2,,143.6923,2.278,PE；PB,13.97亿,30.20亿,4.23%,80.65亿,18.60亿,0.03,,孙伟杰
2015,,,23.32,28.27,-36.63%,1.45亿,-87.94%,8.14,,155.4667,2.8649,PE；PB,18.45亿,29.61亿,5.12%,80.25亿,21.80亿,0.2,,孙伟杰
2014,,,27.96,44.61,20.55%,12.00亿,21.83%,8.22,,22.1905,3.4015,PE；PB,24.98亿,30.34亿,27.32%,81.43亿,22.77亿,0.25,,孙伟杰
2013,,,48.2,37.0,55.21%,9.85亿,53.17%,6.7,,43.8182,7.194,PE；PB,10.89亿,21.16亿,26.71%,40.37亿,18.02亿,0.25,,孙伟杰
2012,,,22.2,23.84,63.28%,6.43亿,51.57%,6.85,,20.5556,3.2409,PE；PB,9.66亿,12.96亿,27.06%,31.61亿,9.49亿,0.3,,孙伟杰
2011,,,16.25,14.6,54.67%,4.24亿,50.52%,11.22,,17.663,1.4483,PE；PB,10.85亿,7.50亿,29.29%,25.89亿,5.49亿,0.8,,孙伟杰
2010,,,16.49,9.44,38.72%,2.82亿,56.96%,19.56,,13.192,0.843,PE；PB,16.22亿,4.38亿,30.11%,22.50亿,2.61亿,0.6,,孙伟杰
