报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,24.455,1.3334,18.34,1.67,-12.46%,-2082.99万,3.46%,2.27,14.6437,,8.0793,PE；PB,8347.98万,-1.18亿,-13.40%,3.64亿,1.00亿,,20%: 最新年度营业收入下滑,黄业华
2026-03-31,24.455,1.3334,18.34,1.67,-12.46%,-2082.99万,3.46%,2.27,3.6609,,8.0793,PE；PB,8347.98万,-1.18亿,-13.40%,3.64亿,1.00亿,,,黄业华
2025,18.921,1.3334,14.19,9.57,-14.68%,-1.39亿,12.00%,2.38,1.9771,,5.9622,PE；PB,1.72亿,-9736.54万,-15.75%,3.80亿,9043.81万,,,黄业华
2024,17.041,1.3334,12.78,11.21,-27.80%,-1.58亿,-51.70%,3.38,1.5202,,3.7811,PE；PB,1.12亿,4136.03万,-15.89%,5.38亿,1.26亿,,,黄业华
2023,19.508,1.3334,14.63,15.53,-11.41%,-1.04亿,-996.53%,5.13,1.2561,,2.8519,PE；PB,2.36亿,1.99亿,-7.80%,8.06亿,1.68亿,,,黄业华
2022,17.868,1.3334,13.4,17.53,-21.53%,-947.62万,-567.10%,5.8,1.0193,,2.3103,PE；PB,3.45亿,3.04亿,-0.74%,9.69亿,2.06亿,,,黄业华
2021,17.401,1.3334,13.05,22.34,16.84%,202.87万,-97.25%,5.85,0.7789,652.5,2.2308,PE；PB,1.69亿,3.16亿,0.09%,8.60亿,2.15亿,,,黄业华
2020,15.147,1.3334,11.36,19.12,32.53%,7365.52万,6.71%,5.86,0.7922,20.6545,1.9386,PE；PB,1.70亿,3.16亿,4.68%,8.61亿,1.81亿,0.19,,黄业华
2019,16.881,1.3334,12.66,14.43,47.83%,6902.13万,13.00%,5.5,1.1699,24.3462,2.3018,PE；PB,1.38亿,2.71亿,4.70%,7.63亿,1.39亿,0.18,,黄业华
2018,20.321,1.3334,15.24,9.76,43.16%,6108.00万,2.34%,5.16,2.0821,32.4255,2.9535,PE；PB,1.55亿,2.29亿,6.27%,7.04亿,9838.14万,0.15,,黄业华
2017,,,,6.82,19.33%,5968.10万,-6.62%,3.33,,,,PE；PB,2261.36万,1.90亿,8.65%,3.41亿,6408.22万,,,黄业华
2016,,,,5.71,-4.02%,6391.45万,24.87%,2.86,,,,PE；PB,1891.94万,1.44亿,10.85%,2.94亿,4001.69万,,,黄业华
2015,,,,5.95,3.40%,5118.53万,-7.24%,2.37,,,,PE；PB,4990.33万,9860.45万,8.50%,2.46亿,3715.50万,,,黄业华
2014,,,,5.76,23.19%,5517.83万,64.49%,2.0,,,,PE；PB,1672.27万,6849.02万,9.68%,2.02亿,5832.99万,,,黄业华
2013,,,,4.67,False,3354.52万,False,5.73,,,,PE；PB,2903.59万,5567.96万,7.18%,1.57亿,5031.29万,,,黄业华
