报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,36.296,1.3089,27.73,6.4507,4.22,-6.45%,-1.58亿,-297.78%,17.06,6.96亿,2.12亿,-38.13%,22.44亿,8538.82万
2024,31.021,1.3089,23.7,4.7798,6.49,7.75%,-6934.87万,42.60%,18.27,8.69亿,3.70亿,-11.37%,24.12亿,1.09亿
2023,46.99,1.3089,35.9,7.8056,6.02,-12.54%,-1.21亿,-761.20%,18.93,10.89亿,4.57亿,-21.29%,24.96亿,1.17亿
2022,42.967,1.221,35.19,6.2361,6.89,12.03%,-1402.96万,-150.73%,18.92,8.93亿,5.78亿,-1.15%,23.35亿,1.20亿
2021,72.295,1.221,59.21,11.7553,6.15,17.28%,2765.42万,210.50%,19.04,6.98亿,5.92亿,4.88%,23.43亿,7165.19万
2020,42.006,1.0336,40.64,8.0164,5.24,-15.49%,-2502.57万,-139.70%,16.53,7.11亿,5.64亿,-4.90%,17.25亿,6963.18万
2019,30.832,1.0336,29.83,4.9729,6.2,4.96%,6303.51万,-33.04%,16.95,11.75亿,6.06亿,9.87%,17.60亿,5658.26万
2018,27.721,1.0336,26.82,4.6905,5.91,-21.24%,9413.77万,-33.89%,16.44,3.07亿,5.53亿,15.48%,17.10亿,3450.55万
2017,,,53.42,,7.5,-2.69%,1.42亿,-9.34%,13.77,6.98亿,4.90亿,18.82%,16.43亿,2244.79万
2016,,,,,7.71,13.48%,1.57亿,88.43%,8.99,6.08亿,3.62亿,20.33%,7.03亿,1498.96万
2015,,,,,6.79,23.80%,8334.65万,-24.17%,7.69,4.96亿,2.67亿,12.25%,5.97亿,2222.66万
2014,,,,,5.49,54.16%,1.10亿,41.54%,7.04,4.72亿,2.41亿,19.86%,5.37亿,2527.62万
2013,,,,,3.56,False,7765.41万,False,3.94,1.75亿,1.42亿,21.80%,2.55亿,2517.89万
