报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,39.912,3.5352,11.29,4.3636,6.86,-16.65%,-5256.37万,-606.13%,4.58,3.20亿,1197.87万,-7.35%,16.49亿,1.84亿
2024,29.872,3.5352,8.45,2.7711,10.78,-6.36%,-1.92亿,54.96%,4.75,4.00亿,6454.24万,-17.45%,17.15亿,1.95亿
2023,40.726,3.5352,11.52,3.5383,11.51,-15.83%,-4.27亿,-71.61%,5.27,3.52亿,2.57亿,-36.93%,18.95亿,2.29亿
2022,40.461,3.5461,11.41,2.9577,13.68,-3.81%,-2.49亿,-113.36%,6.49,3.38亿,6.84亿,-18.01%,23.29亿,2.31亿
2021,68.794,3.5461,19.4,4.8378,14.22,-7.67%,-1.17亿,-155.38%,7.01,4.22亿,9.36亿,-8.14%,25.18亿,2.34亿
2020,134.965,3.5461,38.06,8.764,15.4,-4.78%,2.11亿,-46.07%,6.74,6.33亿,10.53亿,13.35%,24.22亿,1.80亿
2019,129.787,3.5461,36.6,8.0214,16.18,12.35%,3.91亿,45.70%,6.57,4.18亿,8.67亿,23.93%,23.47亿,4.22亿
2018,113.121,3.5461,31.9,7.8556,14.4,22.93%,2.68亿,15.18%,5.37,4.24亿,5.24亿,18.04%,19.42亿,2.06亿
2017,,,56.37,,11.71,27.07%,2.33亿,54.12%,4.33,4.12亿,2.75亿,20.87%,15.60亿,1.08亿
2016,,,47.41,,9.22,7.53%,1.51亿,1260.93%,0.75,1.86亿,9838.61万,-1.69%,10.73亿,8189.30万
2015,,,40.88,,2.3,-15.93%,-1300.87万,-289.13%,0.78,6703.87万,-9335.28万,-5.65%,1.18亿,5067.74万
2014,,,10.55,,2.74,4.35%,687.82万,211.72%,0.86,1.02亿,-8034.41万,2.48%,1.30亿,5153.44万
2013,,,8.5,,2.62,-20.79%,-615.69万,-1666.69%,0.76,1.01亿,-8722.23万,-2.38%,1.21亿,4762.49万
2012,,,8.94,,3.31,-19.18%,39.30万,-21.52%,0.78,8666.52万,-8106.55万,0.07%,1.24亿,4837.41万
2011,,,9.11,,4.1,-11.74%,50.08万,-93.80%,0.77,6946.18万,-8145.85万,0.07%,1.22亿,4900.65万
2010,,,12.48,,4.64,13.50%,807.65万,-22.74%,0.77,1.01亿,-8195.92万,1.63%,1.22亿,4376.30万
