报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,1247.35,75.7807,16.46,2.7863,111.92,-18.03%,-19.20亿,-34.20%,6.66,527.63亿,278.32亿,-17.76%,519.54亿,181.58亿
2025,1379.207,75.7806,18.2,1.9606,703.47,-14.82%,-64.20亿,25.29%,7.10,557.48亿,297.52亿,-9.25%,547.11亿,145.42亿
2024,1190.512,75.7805,15.71,1.4416,825.82,-36.23%,-85.92亿,-179.92%,7.96,531.77亿,361.71亿,-10.51%,613.97亿,133.82亿
2023,1714.91,75.7804,22.63,1.3243,1294.98,0.39%,107.51亿,-27.41%,9.23,570.32亿,459.58亿,8.25%,707.12亿,215.40亿
2022,3122.886,75.8166,41.19,2.4209,1289.98,60.03%,148.12亿,63.02%,8.12,543.72亿,394.42亿,11.44%,622.54亿,193.18亿
2021,3238.027,54.1295,59.82,4.017,806.08,48.27%,90.86亿,6.24%,8.77,291.72亿,271.09亿,11.21%,475.87亿,140.76亿
2020,1719.927,37.7177,45.6,3.151,545.83,65.92%,85.52亿,61.99%,9.13,269.67亿,193.53亿,15.94%,355.98亿,114.52亿
2019,459.055,37.7202,12.17,1.3954,328.97,49.62%,52.80亿,106.40%,7.32,193.36亿,127.01亿,16.89%,282.95亿,63.56亿
2018,192.006,27.9078,6.88,0.8732,219.88,34.38%,25.58亿,-28.24%,5.67,77.08亿,79.75亿,11.67%,168.25亿,42.83亿
2017,,,10.22,,163.62,41.90%,35.65亿,130.38%,6.80,85.46亿,58.97亿,21.69%,142.44亿,23.80亿
2016,,,3.73,,115.31,93.89%,15.47亿,197.36%,5.05,58.17亿,26.83亿,13.45%,100.94亿,12.13亿
2015,,,3.79,,59.47,61.60%,5.20亿,77.25%,3.18,22.46亿,12.68亿,8.76%,56.54亿,15.34亿
2014,,,1.92,,36.8,61.38%,2.94亿,313.85%,5.88,11.72亿,11.39亿,8.11%,32.63亿,11.14亿
2013,,,1.42,,22.8,33.49%,7093.18万,229.74%,5.50,7.31亿,9.42亿,3.17%,29.92亿,7.67亿
2012,,,0.63,,17.08,-15.35%,-5467.22万,-118.61%,5.37,9.99亿,8.73亿,-3.08%,29.20亿,7.65亿
2011,,,,,20.18,22.14%,2.94亿,-33.25%,6.55,1.86亿,9.73亿,14.21%,15.05亿,4.14亿
2010,,,,,16.52,115.99%,4.40亿,330.86%,5.27,5.86亿,6.80亿,27.04%,12.04亿,2.10亿
