报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,51.457,2.0757,24.79,6.0968,2.11,32.17%,-7861.36万,8.06%,18.59,11.44亿,-8.88亿,-37.11%,38.69亿,2.90亿
2025,60.943,2.0757,29.36,7.5894,8.03,49.54%,-12.81亿,-57.24%,18.91,12.12亿,-8.12亿,-159.17%,39.33亿,2.31亿
2024,42.996,2.0416,21.06,8.0067,5.37,-49.90%,-8.15亿,-502.52%,25.36,14.82亿,4.67亿,-151.58%,51.84亿,3.00亿
2023,65.41,1.3923,46.98,6.1017,10.72,-26.11%,2.02亿,-63.27%,43.51,21.96亿,12.82亿,19.01%,60.64亿,2.51亿
2022,93.656,0.9407,99.56,6.459,14.5,8.39%,5.51亿,9.99%,63.60,30.78亿,11.25亿,37.98%,59.88亿,1.91亿
2021,129.122,0.802,161.0,9.6504,13.38,213.72%,5.01亿,197.25%,23.11,8.83亿,6.49亿,37.45%,18.91亿,2.70亿
2020,78.208,0.8,97.76,18.3587,4.26,78.05%,1.69亿,117.03%,16.16,7.21亿,2.38亿,39.53%,12.93亿,4730.88万
2019,,,,,2.4,33.41%,7767.25万,44.07%,4.50,6698.69万,1.07亿,32.43%,2.70亿,2532.23万
2018,,,,,1.8,26.57%,5391.39万,86.11%,3.67,682.37万,6672.36万,30.03%,2.12亿,3212.12万
2017,,,,,1.42,67.97%,2896.87万,40.39%,3.14,733.27万,4705.10万,20.42%,1.63亿,1958.66万
2016,,,,,0.844515,False,2063.44万,False,2.52,606.57万,2097.91万,24.43%,1.26亿,805.46万
