报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,131.698,7.7744,16.94,3.4273,28.82,13.51%,1.78亿,3.52%,5.99,9.56亿,22.20亿,6.79%,49.34亿,8.93亿
2024,119.726,7.7744,15.4,3.3509,35.73,-7.45%,2.52亿,-44.17%,6.32,9.95亿,22.71亿,7.47%,49.10亿,7.58亿
2023,142.988,7.805,18.32,3.7044,38.6,-11.16%,4.51亿,-35.02%,6.72,19.85亿,24.70亿,12.46%,52.41亿,7.89亿
2022,117.105,7.8279,14.96,2.6952,43.45,-38.46%,6.93亿,-36.57%,6.97,27.77亿,26.36亿,16.30%,54.60亿,8.63亿
2021,229.9,7.8224,29.39,3.2559,70.61,32.79%,10.93亿,6.68%,7.24,29.16亿,27.70亿,15.94%,56.64亿,12.52亿
2020,147.776,4.5879,32.21,2.7793,53.17,37.77%,10.25亿,5.29%,10.48,24.72亿,22.15亿,20.11%,50.19亿,10.21亿
2019,98.819,4.5813,21.57,2.5641,38.54,38.71%,9.73亿,19.60%,9.06,23.24亿,18.95亿,25.44%,41.93亿,4.68亿
2018,96.612,4.5853,21.07,3.4765,27.79,-14.95%,8.14亿,-17.30%,8.12,10.77亿,13.81亿,29.22%,37.48亿,3.33亿
2017,,,,,32.67,98.20%,9.84亿,120.86%,4.39,6.23亿,10.15亿,30.06%,16.83亿,3.12亿
2016,,,,,16.48,68.13%,4.45亿,170.33%,3.53,4.35亿,4.24亿,27.04%,8.50亿,2.33亿
2015,,,,,9.8,52.97%,1.65亿,39.68%,5.38,2.02亿,2.42亿,16.81%,4.26亿,1.09亿
2014,,,,,6.41,82.17%,1.18亿,90.25%,2.92,7760.31万,1.20亿,18.41%,2.32亿,7981.52万
2013,,,,,3.52,False,6201.10万,False,3.75,3733.51万,7778.64万,17.63%,1.35亿,4827.46万
