报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,129.206,4.2321,30.53,2.5448,38.08,17.32%,1.78亿,-15.14%,8.93,11.76亿,8.34亿,4.94%,38.14亿,7.99亿
2024,68.441,3.9221,17.45,1.4744,46.42,27.78%,2.92亿,39.54%,8.17,7.68亿,7.92亿,6.48%,32.36亿,7.34亿
2023,55.959,3.9132,14.3,1.5416,36.3,28.68%,2.09亿,9.34%,7.90,12.00亿,6.32亿,5.99%,31.05亿,4.83亿
2022,43.162,2.9932,14.42,1.53,28.21,26.50%,1.91亿,-1.71%,5.88,4.91亿,5.04亿,6.80%,17.62亿,3.66亿
2021,56.212,2.9632,18.97,2.5207,22.3,58.61%,1.95亿,278.70%,5.46,3.99亿,3.77亿,8.46%,16.26亿,4.17亿
2020,12.714,1.7441,7.29,0.9043,14.06,8.44%,5143.42万,-10.36%,8.28,7.45亿,2.32亿,3.39%,14.59亿,2.43亿
2019,10.812,1.3515,8.0,0.8336,12.97,19.14%,5737.70万,37.97%,6.87,2.24亿,2.25亿,4.36%,9.29亿,1.55亿
2018,12.077,1.3199,9.15,1.11,10.88,-5.27%,4158.61万,-46.52%,6.78,1.58亿,1.92亿,3.66%,8.97亿,1.73亿
2017,,,9.37,,11.49,30.47%,7775.55万,8.55%,6.66,5.46亿,1.80亿,6.78%,8.80亿,1.84亿
2016,,,,,8.81,10.29%,7162.94万,-43.46%,4.44,1.39亿,1.08亿,8.09%,4.40亿,1.58亿
2015,,,,,7.98,-0.94%,1.27亿,385.55%,4.32,1.67亿,1.07亿,15.89%,4.29亿,1.10亿
2014,,,,,8.06,-1.50%,2609.16万,-36.68%,3.10,7682.60万,1484.91万,3.35%,2.78亿,1.09亿
2013,,,,,8.18,False,4120.74万,False,4.93,8109.19万,1.88亿,5.07%,4.40亿,1.06亿
