报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,62.068,3.8055,16.31,2.8647,16.25,-15.91%,2882.52万,-60.03%,7.86,18.82亿,4.85亿,1.76%,30.28亿,5.06亿
2024,74.468,3.8052,19.57,3.0186,24.67,3.76%,4132.46万,-68.85%,7.91,20.26亿,4.96亿,1.64%,30.48亿,4.88亿
2023,72.077,3.3839,21.3,3.0323,23.77,9.44%,1.33亿,-23.58%,7.40,8.65亿,5.10亿,5.56%,25.05亿,4.69亿
2022,56.207,3.3839,16.61,2.5878,21.72,-20.54%,1.74亿,230.61%,7.20,11.80亿,4.39亿,7.99%,24.36亿,5.66亿
2021,69.81,3.3839,20.63,2.5534,27.34,3.03%,5250.37万,-23.07%,6.69,13.71亿,2.76亿,1.92%,22.63亿,6.59亿
2020,48.271,2.6669,18.1,1.8195,26.53,17.54%,6824.58万,-43.48%,4.57,7.57亿,2.50亿,2.57%,12.19亿,5.13亿
2019,48.454,1.6668,29.07,2.1468,22.57,67.58%,1.21亿,9.39%,7.17,6.84亿,2.36亿,5.35%,11.96亿,4.56亿
2018,,,,,13.47,10.59%,1.10亿,78.14%,4.54,2.78亿,1.25亿,8.19%,5.68亿,2.77亿
2017,,,,,12.18,46.45%,6196.59万,106.71%,3.64,1.96亿,2201.50万,5.10%,4.56亿,2.60亿
2016,,,,,8.32,44.60%,2997.73万,478.16%,3.38,4293.69万,-133.94万,3.44%,4.23亿,2.04亿
2015,,,,,5.75,False,518.50万,False,3.09,1.24亿,6800.73万,0.61%,3.88亿,1.18亿
