报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,15.368,0.814,18.88,8.7564,0.438765,6.72%,579.44万,83.34%,5.04,2.04亿,8733.52万,13.50%,4.23亿,65.23万
2025,18.234,0.814,22.4,7.5975,2.4,10.57%,3273.69万,13.89%,4.96,1.99亿,8154.08万,13.49%,4.18亿,39.95万
2024,22.637,0.814,27.81,10.4318,2.17,10.95%,2874.54万,5.80%,4.87,1.74亿,7706.75万,12.76%,4.07亿,80.68万
2023,14.408,0.814,17.7,7.351,1.96,16.31%,2717.04万,-17.74%,5.06,2.23亿,8488.38万,21.61%,4.56亿,44.35万
2022,5.112,0.814,6.28,3.5748,1.43,-8.54%,3303.04万,-10.61%,5.01,2.19亿,9791.63万,23.07%,4.20亿,75.66万
2021,,,,,1.56,-8.36%,3695.24万,-34.88%,3.81,7321.36万,6823.26万,23.88%,2.72亿,28.59万
2020,,,,,1.7,45.49%,5674.34万,160.24%,3.71,7681.28万,6492.05万,34.64%,2.60亿,35.16万
2019,,,,,1.17,12.01%,2180.42万,-4.08%,1.87,2646.02万,1355.25万,19.36%,1.03亿,33.88万
2018,,,,,1.04,27.31%,2273.23万,17.27%,1.88,5503.70万,1307.45万,23.14%,9932.51万,45.58万
2017,,,,,0.820489,18.97%,1938.42万,58.98%,1.75,4541.48万,1419.75万,22.51%,9341.70万,21.78万
2016,,,,,0.689651,242.21%,1219.26万,252.17%,1.30,3129.56万,1208.75万,16.95%,6591.32万,5.32万
2015,,,,,0.20153,False,346.21万,False,1.15,1849.45万,309.56万,15.85%,3583.70万,False
