报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,股息,ST风险,控股股东
2026-06-11,115.104,22.1354,5.2,6.82,27.08%,3105.10万,178.34%,9.04,16.8774,520.0,0.5752,PB；PE,411.34亿,12.07亿,-3.18%,210.54亿,,,新希望化工投资有限公司
2026-03-31,115.104,22.1354,5.2,6.82,27.08%,3105.10万,178.34%,9.04,4.2194,520.0,0.5752,PB；PE,411.34亿,12.07亿,-3.18%,210.54亿,,,新希望化工投资有限公司
2025,147.257,22.2443,6.62,31.48,-6.08%,1.82亿,194.72%,9.03,4.6778,82.75,0.7331,PB；PE,367.63亿,11.76亿,0.90%,210.78亿,,,新希望化工投资有限公司
2024,167.345,22.6142,7.4,33.52,11.58%,6175.85万,-86.64%,8.9,4.9924,246.6667,0.8315,PB；PE,360.21亿,10.86亿,1.68%,211.06亿,,,新希望化工投资有限公司
2023,188.602,22.6142,8.34,30.04,18.63%,4.62亿,21.86%,8.74,6.2784,39.7143,0.9542,PB；PE,309.15亿,11.17亿,15.51%,198.41亿,,,新希望化工投资有限公司
2022,113.071,17.3956,6.5,25.32,-32.76%,3.79亿,-60.82%,8.63,4.4657,29.5455,0.7532,PB；PE,333.79亿,7.70亿,15.21%,196.04亿,,,新希望化工投资有限公司
2021,173.26,17.3956,9.96,37.66,15.87%,9.68亿,47.09%,9.32,4.6006,17.4737,1.0687,PB；PE,307.14亿,5.01亿,25.88%,162.82亿,,,新希望化工投资有限公司
2020,229.448,17.3956,13.19,32.5,26.64%,6.58亿,152.80%,8.72,7.0599,34.7105,1.5126,PB；PE,268.52亿,-2.69亿,217.05%,152.45亿,,,新希望化工投资有限公司
2019,244.06,17.3956,14.03,24.76,33.27%,2.60亿,74.24%,8.6,9.857,93.5333,1.6314,PB；PE,207.78亿,-7.77亿,112.62%,150.19亿,,,新希望化工投资有限公司
2018,130.989,17.3956,7.53,18.58,-11.59%,1.49亿,14.16%,8.55,7.05,83.6667,0.8807,PB；PE,183.63亿,-9.01亿,107.99%,152.03亿,0.023,,新希望化工投资有限公司
2017,,,10.2,21.01,88.43%,1.31亿,192.12%,8.57,,127.5,1.1902,PB；PE,153.44亿,-5.32亿,39.41%,152.34亿,,,新希望化工投资有限公司
2016,,,14.92,11.15,219.98%,-1.42亿,-162.96%,8.52,,,1.7512,PB；PE,174.29亿,-6.50亿,-34.00%,151.68亿,,,新希望化工投资有限公司
2015,,,14.93,3.49,-14.89%,2.26亿,253.23%,0.74,,31.766,20.1757,PB；PE,2.45亿,-5.08亿,62.29%,3.66亿,,,新希望化工投资有限公司
2014,,,11.88,4.09,471.08%,-1.47亿,-121.24%,0.27,,,44.0,PB；PE,2.10亿,-7.34亿,-37.07%,1.49亿,,,新希望化工投资有限公司
2013,,,3.66,0.717,-81.07%,6.94亿,601.48%,0.19,,2.1786,19.2632,PB；PE,1.39亿,-5.86亿,967.23%,1.05亿,,,新希望化工投资有限公司
2012,,,3.23,3.79,-64.67%,-1.38亿,-106.39%,-1.49,,,,PB；PE,3710.48万,-12.80亿,-36.58%,-6.13亿,,,新希望化工投资有限公司
2011,,,3.78,10.72,5.89%,21.65亿,36776.21%,-1.15,,0.72,,PB；PE,9088.15万,-11.42亿,201.96%,-4.75亿,,,新希望化工投资有限公司
2010,,,4.22,10.12,34.31%,587.19万,102.00%,-6.39,,422.0,,PB；PE,7909.87万,-33.07亿,0.58%,-26.37亿,,,新希望化工投资有限公司
