报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,股息,ST风险,控股股东
2026-06-12,1802.664,90.2686,19.97,104.22,41.48%,48.00亿,31.79%,19.73,17.2967,39.1569,1.0122,PB；PE,6947.37亿,606.52亿,46.16%,2114.73亿,,,江苏省国信集团有限公司
2026-03-31,1802.664,90.2686,19.97,104.22,41.48%,48.00亿,31.79%,19.73,4.3242,39.1569,1.0122,PB；PE,6947.37亿,606.52亿,46.16%,2114.73亿,,,江苏省国信集团有限公司
2025,2129.54,90.273,23.59,358.1,6.83%,163.83亿,6.72%,19.24,5.9468,13.6358,1.2261,PB；PE,6025.78亿,558.72亿,45.72%,2069.96亿,0.52,,江苏省国信集团有限公司
2024,1558.119,90.7466,17.17,335.19,13.37%,153.51亿,20.40%,18.1,4.6485,10.5988,0.9486,PB；PE,4793.86亿,486.94亿,37.43%,1918.94亿,0.58,,江苏省国信集团有限公司
2023,1184.364,90.7559,13.05,365.78,14.19%,127.51亿,15.35%,16.91,3.2379,9.6667,0.7717,PB；PE,5637.80亿,424.31亿,35.64%,1822.17亿,0.45,,江苏省国信集团有限公司
2022,1054.707,90.7665,11.62,320.32,-15.50%,110.54亿,-17.17%,18.37,3.2927,9.8475,0.6326,PB；PE,5071.58亿,379.29亿,35.48%,1678.57亿,0.45,,江苏省国信集团有限公司
2021,1419.588,90.7665,15.64,379.05,20.55%,133.46亿,23.32%,15.25,3.7451,10.6395,1.0256,PB；PE,5039.51亿,355.60亿,35.88%,1520.36亿,0.4,,江苏省国信集团有限公司
2020,1400.527,90.7665,15.43,314.45,26.47%,108.22亿,20.23%,14.22,4.4539,12.8583,1.0851,PB；PE,4458.57亿,289.99亿,34.57%,1323.12亿,0.3,,江苏省国信集团有限公司
2019,1417.608,82.515,17.18,248.63,54.35%,90.02亿,78.86%,13.5,5.7017,16.5192,1.2726,PB；PE,3698.94亿,231.78亿,36.43%,1256.55亿,0.3,,江苏省国信集团有限公司
2018,966.258,71.6277,13.49,161.08,-23.69%,50.33亿,-45.75%,12.53,5.9986,20.4394,1.0766,PB；PE,1933.47亿,194.16亿,32.04%,1047.50亿,0.3,,江苏省国信集团有限公司
2017,,,14.12,211.09,24.71%,92.77亿,47.94%,12.19,,10.8615,1.1583,PB；PE,1614.49亿,189.77亿,44.57%,885.90亿,0.5,,江苏省国信集团有限公司
2016,,,14.25,169.26,-35.58%,62.71亿,-41.38%,11.78,,16.2783,1.2097,PB；PE,1967.75亿,161.95亿,38.54%,856.60亿,0.5,,江苏省国信集团有限公司
2015,,,15.32,262.62,117.72%,106.97亿,138.44%,11.28,,9.3119,1.3582,PB；PE,2663.72亿,152.32亿,41.12%,815.29亿,0.5,,江苏省国信集团有限公司
2014,,,18.7,120.62,67.94%,44.86亿,102.11%,7.37,,23.3429,2.5373,PB；PE,1458.65亿,103.19亿,37.64%,419.44亿,0.15,,江苏省国信集团有限公司
2013,,,6.71,71.82,21.81%,22.20亿,37.39%,6.37,,16.9273,1.0534,PB；PE,629.07亿,79.33亿,31.66%,368.01亿,0.15,,江苏省国信集团有限公司
2012,,,7.23,58.83,-5.57%,16.16亿,-9.46%,6.1,,25.0607,1.1852,PB；PE,464.22亿,80.87亿,28.23%,346.38亿,0.15,,江苏省国信集团有限公司
2011,,,5.69,62.3,-30.00%,17.84亿,-47.90%,5.93,,17.8594,0.9595,PB；PE,609.57亿,77.24亿,29.22%,336.15亿,0.15,,江苏省国信集团有限公司
2010,,,9.86,89.0,-6.94%,34.25亿,-9.76%,5.87,,15.7458,1.6797,PB；PE,733.81亿,71.98亿,39.10%,332.40亿,,,江苏省国信集团有限公司
