报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,股息,ST风险,控股股东
2026-06-12,320.581,27.78,11.54,9.21,22.57%,3.62亿,28.94%,6.97,34.8079,88.7692,1.6557,PB；PE,606.34亿,42.27亿,39.25%,193.56亿,,,中银国际控股有限公司
2026-03-31,320.581,27.78,11.54,9.21,22.57%,3.62亿,28.94%,6.97,8.702,88.7692,1.6557,PB；PE,606.34亿,42.27亿,39.25%,193.56亿,,,中银国际控股有限公司
2025,416.422,27.78,14.99,33.9,17.39%,10.45亿,15.32%,6.81,12.2838,39.4474,2.2012,PB；PE,560.40亿,38.76亿,30.83%,189.28亿,0.0384,,中银国际控股有限公司
2024,309.191,27.78,11.13,28.88,-1.79%,9.06亿,0.64%,6.47,10.7061,33.7273,1.7202,PB；PE,446.83亿,32.83亿,31.39%,179.89亿,0.051000000000000004,,中银国际控股有限公司
2023,283.634,27.78,10.21,29.4,-0.64%,9.01亿,11.51%,6.2,9.6474,31.9063,1.6468,PB；PE,405.77亿,28.93亿,30.66%,172.23亿,0.03,,中银国际控股有限公司
2022,290.579,27.78,10.46,29.59,-11.23%,8.08亿,-16.00%,5.9,9.8202,36.069,1.7729,PB；PE,382.18亿,24.41亿,27.40%,164.12亿,0.036,,中银国际控股有限公司
2021,368.918,27.78,13.28,33.34,2.75%,9.62亿,8.88%,5.65,11.0653,37.9429,2.3504,PB；PE,327.29亿,20.90亿,28.89%,157.09亿,0.096,,中银国际控股有限公司
2020,754.505,27.78,27.16,32.44,11.57%,8.83亿,10.64%,5.4,23.2585,84.875,5.0296,PB；PE,238.07亿,17.69亿,27.28%,150.06亿,0.03,,中银国际控股有限公司
2019,,,,29.08,5.54%,7.98亿,13.23%,5.09,,,,PB；PE,220.32亿,13.39亿,27.52%,127.38亿,,,中银国际控股有限公司
2018,,,,27.55,-10.19%,7.05亿,-33.94%,4.82,,,,PB；PE,174.05亿,9.64亿,25.64%,120.46亿,,,中银国际控股有限公司
2017,,,,30.68,8.37%,10.67亿,0.13%,4.63,,,,PB；PE,162.51亿,7.92亿,34.85%,115.74亿,,,中银国际控股有限公司
2016,,,,28.3,-42.79%,10.66亿,-48.69%,4.29,,,,PB；PE,127.13亿,38.56亿,37.65%,107.18亿,,,中银国际控股有限公司
2015,,,,49.48,91.91%,20.77亿,113.75%,4.0,,,,PB；PE,228.55亿,35.44亿,41.98%,100.09亿,,,中银国际控股有限公司
2014,,,,25.78,99.98%,9.72亿,206.34%,0.0,,,,PB；PE,125.01亿,20.98亿,37.69%,79.86亿,,,中银国际控股有限公司
2013,,,,12.89,-8.81%,3.17亿,-11.72%,0.0,,,,PB；PE,93.22亿,20.30亿,24.60%,74.28亿,,,中银国际控股有限公司
2012,,,,14.14,0.18%,3.59亿,-2.73%,0.0,,,,PB；PE,102.28亿,18.19亿,25.41%,48.67亿,,,中银国际控股有限公司
2011,,,,14.11,-40.85%,3.69亿,-56.73%,0.0,,,,PB；PE,106.41亿,15.85亿,26.18%,45.26亿,,,中银国际控股有限公司
2010,,,,23.86,18.62%,8.54亿,12.47%,0.0,,,,PB；PE,109.29亿,13.71亿,35.79%,41.54亿,,,中银国际控股有限公司
