报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,股息,ST风险,控股股东
2026-06-12,131.658,10.609,12.41,6.3,-0.97%,1.55亿,13.02%,8.82,20.8981,82.7333,1.407,PB；PE,379.48亿,42.54亿,24.66%,93.54亿,,20%: 最新年度营业收入下滑,上海仪电(集团)有限公司
2026-03-31,131.658,10.609,12.41,6.3,-0.97%,1.55亿,13.02%,8.82,5.2245,82.7333,1.407,PB；PE,379.48亿,42.54亿,24.66%,93.54亿,,,上海仪电(集团)有限公司
2025,161.681,10.609,15.24,25.94,26.54%,6.36亿,73.98%,8.67,6.2329,25.4,1.7578,PB；PE,271.31亿,40.99亿,24.50%,91.98亿,0.11699999999999999,,上海仪电(集团)有限公司
2024,173.563,10.609,16.36,20.5,12.97%,3.65亿,-8.03%,7.95,8.4665,48.1176,2.0579,PB；PE,223.49亿,46.84亿,3137.69%,84.39亿,0.13899999999999998,,上海仪电(集团)有限公司
2023,146.616,10.609,13.82,20.12,-17.64%,3.97亿,12.82%,7.3,7.2871,37.3514,1.8932,PB；PE,205.44亿,44.92亿,2767.98%,78.71亿,0.1,,上海仪电(集团)有限公司
2022,106.727,10.609,10.06,24.43,5.66%,3.52亿,-28.82%,6.99,4.3687,30.4848,1.4392,PB；PE,180.47亿,42.29亿,334.37%,75.35亿,0.13999999999999999,,上海仪电(集团)有限公司
2021,141.312,10.609,13.32,23.12,29.07%,4.95亿,-30.15%,6.82,6.1121,28.3404,1.9531,PB；PE,179.01亿,40.56亿,382.11%,73.60亿,0.141,,上海仪电(集团)有限公司
2020,230.215,10.609,21.7,17.92,39.86%,7.08亿,1002.60%,6.51,12.8468,32.3881,3.3333,PB；PE,148.32亿,37.32亿,450.50%,70.24亿,0.019,,上海仪电(集团)有限公司
2019,154.679,10.609,14.58,12.81,8.24%,6423.76万,194.04%,5.85,12.0749,243.0,2.4923,PB；PE,120.41亿,30.49亿,10.52%,65.89亿,0.007000000000000001,,上海仪电(集团)有限公司
2018,88.691,10.609,8.36,11.83,-67.54%,2184.63万,-97.19%,5.84,7.4971,418.0,1.4315,PB；PE,123.29亿,30.25亿,-20.41%,66.28亿,0.22000000000000003,,上海仪电(集团)有限公司
2017,,,11.46,36.46,49.49%,7.77亿,95.43%,6.16,,14.8831,1.8604,PB；PE,75.81亿,32.38亿,33.45%,68.98亿,,,上海仪电(集团)有限公司
2016,,,13.59,24.35,66.79%,3.98亿,205.08%,3.76,,31.6047,3.6144,PB；PE,6.56亿,9.80亿,21.47%,20.51亿,0.075,,上海仪电(集团)有限公司
2015,,,13.05,3.65,-38.84%,1.30亿,-15.74%,3.53,,52.2,3.6969,PB；PE,5.75亿,8.84亿,30.88%,19.23亿,0.09,,上海仪电(集团)有限公司
2014,,,7.42,5.97,-46.51%,1.55亿,-47.73%,3.35,,25.127,2.2149,PB；PE,10.80亿,8.13亿,25.48%,18.43亿,0.16999999999999998,,上海仪电(集团)有限公司
2013,,,5.29,11.17,18.14%,2.96亿,61.72%,3.19,,9.3661,1.6583,PB；PE,12.22亿,7.52亿,26.50%,16.73亿,0.11000000000000001,,上海仪电(集团)有限公司
2012,,,4.02,9.45,6.53%,1.83亿,34.24%,2.74,,11.5087,1.4672,PB；PE,6.29亿,5.29亿,19.18%,14.41亿,0.1,,上海仪电(集团)有限公司
2011,,,3.65,8.87,-36.92%,1.36亿,21.02%,2.48,,14.0277,1.4718,PB；PE,4.63亿,4.11亿,15.48%,13.09亿,0.1,,上海仪电(集团)有限公司
2010,,,6.08,14.07,39.71%,1.13亿,11.12%,2.33,,28.2791,2.6094,PB；PE,2.67亿,3.37亿,7.57%,12.40亿,,,上海仪电(集团)有限公司
