报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,股息,ST风险,控股股东
2026-06-12,383.087,49.687,7.71,20.48,-9.45%,8.01亿,-18.22%,8.8,18.7054,48.1875,0.8761,PB；PE,1089.30亿,80.40亿,39.38%,442.39亿,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,苏州国际发展集团有限公司
2026-03-31,383.087,49.687,7.71,20.48,-9.45%,8.01亿,-18.22%,8.8,4.6764,48.1875,0.8761,PB；PE,1089.30亿,80.40亿,39.38%,442.39亿,,,苏州国际发展集团有限公司
2025,450.164,49.687,9.06,90.3,27.70%,35.52亿,50.12%,8.71,4.9852,12.7606,1.0402,PB；PE,933.58亿,72.37亿,39.55%,437.58亿,0.375,,苏州国际发展集团有限公司
2024,374.06,50.075,7.47,70.71,2.24%,23.66亿,18.19%,8.4,5.2901,15.5625,0.8893,PB；PE,784.70亿,58.90亿,20.71%,422.59亿,0.263,,苏州国际发展集团有限公司
2023,337.005,50.075,6.73,112.81,7.58%,20.02亿,15.38%,7.93,2.9874,16.825,0.8487,PB；PE,806.44亿,57.09亿,17.84%,402.92亿,0.158,,苏州国际发展集团有限公司
2022,294.441,50.075,5.88,104.86,13.41%,17.35亿,-27.45%,7.59,2.8079,16.8,0.7747,PB；PE,602.90亿,51.24亿,16.59%,385.78亿,0.16799999999999998,,苏州国际发展集团有限公司
2021,302.293,38.8052,7.79,92.45,25.68%,23.92亿,40.10%,7.41,3.2698,13.2034,1.0513,PB；PE,775.65亿,48.43亿,26.09%,374.68亿,0.157,,苏州国际发展集团有限公司
2020,244.2,30.0,8.14,73.56,43.39%,17.07亿,64.61%,7.18,3.3197,18.5,1.1337,PB；PE,576.66亿,37.91亿,23.29%,282.10亿,0.13,,苏州国际发展集团有限公司
2019,228.6,30.0,7.62,51.3,23.27%,10.37亿,189.38%,6.99,4.4561,23.0909,1.0901,PB；PE,553.41亿,30.82亿,19.09%,212.56亿,0.09,,苏州国际发展集团有限公司
2018,152.1,30.0,5.07,41.62,0.43%,3.58亿,-54.52%,6.72,3.6545,42.25,0.7545,PB；PE,395.79亿,29.95亿,8.35%,204.26亿,0.15,,苏州国际发展集团有限公司
2017,,,7.22,41.44,-10.79%,7.88亿,-47.40%,6.94,,27.7692,1.0403,PB；PE,438.30亿,32.56亿,19.56%,210.56亿,0.15,,苏州国际发展集团有限公司
2016,,,9.72,46.45,-31.99%,14.98亿,-44.68%,6.74,,19.44,1.4421,PB；PE,416.10亿,31.89亿,32.68%,204.89亿,0.3,,苏州国际发展集团有限公司
2015,,,11.5,68.3,110.74%,27.08亿,142.82%,6.13,,11.5,1.876,PB；PE,376.77亿,30.46亿,40.02%,167.52亿,0.125,,苏州国际发展集团有限公司
2014,,,15.95,32.41,101.34%,11.15亿,184.43%,5.21,,32.551,3.0614,PB；PE,275.66亿,14.85亿,34.70%,142.33亿,0.06,,苏州国际发展集团有限公司
2013,,,6.07,16.1,14.33%,3.92亿,39.19%,3.91,,30.35,1.5524,PB；PE,102.50亿,8.17亿,24.15%,78.97亿,0.05,,苏州国际发展集团有限公司
2012,,,5.65,13.98,7.74%,2.82亿,21.70%,3.79,,40.3571,1.4908,PB；PE,93.63亿,6.35亿,20.61%,76.39亿,0.08,,苏州国际发展集团有限公司
2011,,,4.57,12.98,-28.19%,2.32亿,-59.79%,3.69,,30.4667,1.2385,PB；PE,115.80亿,5.93亿,18.16%,74.48亿,,,苏州国际发展集团有限公司
2010,,,,18.07,-3.49%,5.76亿,-21.66%,2.79,,,,PB；PE,171.15亿,5.82亿,32.12%,42.46亿,,,苏州国际发展集团有限公司
