报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,股息,ST风险,控股股东
2026-06-05,414.755,55.3007,7.5,33.67,34.65%,14.86亿,51.73%,6.66,12.3182,28.8462,1.1261,PB；PE,1046.55亿,100.94亿,44.19%,429.51亿,0.3,,长江产业投资集团有限公司
2026-03-31,414.755,55.3007,7.5,33.67,34.65%,14.86亿,51.73%,6.66,3.0796,28.8462,1.1261,PB；PE,1046.55亿,100.94亿,44.19%,429.51亿,0.3,,长江产业投资集团有限公司
2025,450.701,55.3007,8.15,105.48,59.86%,36.96亿,101.44%,6.49,4.2729,12.9365,1.2558,PB；PE,929.73亿,86.64亿,35.09%,420.19亿,0.15,,长江产业投资集团有限公司
2024,368.848,55.2996,6.67,65.98,-1.46%,18.35亿,18.52%,6.27,5.5903,22.2333,1.0638,PB；PE,758.53亿,69.52亿,27.03%,393.08亿,0.12,,长江产业投资集团有限公司
2023,283.687,55.2996,5.13,68.96,8.23%,15.48亿,2.58%,5.65,4.1138,19.7308,0.908,PB；PE,752.95亿,64.11亿,22.34%,347.71亿,0.12,,长江产业投资集团有限公司
2022,275.392,55.2995,4.98,63.72,-26.11%,15.09亿,-37.36%,5.39,4.3219,18.4444,0.9239,PB；PE,640.57亿,59.90亿,24.02%,308.56亿,0.3,,长江产业投资集团有限公司
2021,369.932,55.2962,6.69,86.23,10.78%,24.10亿,15.54%,5.41,4.2901,15.2045,1.2366,PB；PE,702.79亿,66.27亿,28.00%,309.75亿,0.15,,长江产业投资集团有限公司
2020,403.658,55.2956,7.3,77.84,10.68%,20.85亿,25.19%,5.09,5.1857,19.2105,1.4342,PB；PE,680.11亿,56.46亿,26.80%,292.53亿,0.15,,长江产业投资集团有限公司
2019,335.086,55.2948,6.06,70.33,60.96%,16.66亿,547.66%,4.89,4.7645,20.2,1.2393,PB；PE,653.54亿,50.56亿,22.50%,281.52亿,0.02,,长江产业投资集团有限公司
2018,241.085,55.2947,4.36,43.69,-22.86%,2.57亿,-83.35%,4.63,5.5181,87.2,0.9417,PB；PE,546.45亿,44.05亿,5.19%,267.99亿,0.15,,长江产业投资集团有限公司
2017,,,6.47,56.64,-3.71%,15.45亿,-29.98%,4.79,,23.1071,1.3507,PB；PE,409.94亿,51.04亿,27.36%,267.68亿,0.15,,长江产业投资集团有限公司
2016,,,8.28,58.57,-31.09%,22.07亿,-36.84%,4.61,,18.8182,1.7961,PB；PE,410.26亿,48.13亿,37.85%,257.42亿,0.35,,长江产业投资集团有限公司
2015,,,9.69,85.0,86.88%,34.93亿,104.84%,3.55,,13.0946,2.7296,PB；PE,449.85亿,48.94亿,41.13%,170.24亿,0.15,,长江产业投资集团有限公司
2014,,,13.01,45.48,49.24%,17.05亿,69.43%,2.94,,36.1389,4.4252,PB；PE,312.65亿,31.30亿,37.51%,139.57亿,0.25,,长江产业投资集团有限公司
2013,,,3.92,30.48,33.33%,10.07亿,47.37%,5.35,,18.6667,0.7327,PB；PE,157.45亿,25.09亿,33.01%,126.93亿,0.2,,长江产业投资集团有限公司
2012,,,3.45,22.86,22.68%,6.83亿,57.02%,5.11,,11.8966,0.6751,PB；PE,201.88亿,23.30亿,29.88%,121.16亿,0.1,,长江产业投资集团有限公司
2011,,,2.6,18.64,-41.75%,4.35亿,-66.10%,4.85,,13.6842,0.5361,PB；PE,176.98亿,21.05亿,23.34%,115.03亿,0.3,,长江产业投资集团有限公司
2010,,,3.99,31.99,0.15%,12.83亿,-6.49%,4.39,,6.7627,0.9089,PB；PE,274.64亿,25.08亿,40.10%,95.29亿,0.4,,长江产业投资集团有限公司
