报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,股息,ST风险,控股股东
2026-06-12,320.742,47.1679,6.8,4.44,-21.64%,1.96亿,-33.71%,5.42,72.2392,170.0,1.2546,PB；PE,233.51亿,32.09亿,43.93%,258.19亿,0.16,40%: 最新年度营业收入下滑；最新年度净利润同比下降,云南合和(集团)股份有限公司
2026-03-31,320.742,47.1679,6.8,4.44,-21.64%,1.96亿,-33.71%,5.42,18.0598,170.0,1.2546,PB；PE,233.51亿,32.09亿,43.93%,258.19亿,0.16,,云南合和(集团)股份有限公司
2025,377.343,47.1679,8.0,24.34,37.76%,12.14亿,58.84%,5.35,15.503,30.7692,1.4953,PB；PE,241.70亿,30.14亿,50.22%,254.79亿,0.15300000000000002,,云南合和(集团)股份有限公司
2024,383.947,47.1679,8.14,17.67,68.36%,7.64亿,144.66%,5.18,21.7287,50.875,1.5714,PB；PE,230.81亿,28.37亿,37.70%,246.58亿,0.107,,云南合和(集团)股份有限公司
2023,338.194,47.1679,7.17,12.01,43.63%,3.12亿,710.57%,4.9,28.1594,102.4286,1.4633,PB；PE,186.02亿,28.49亿,23.79%,233.37亿,0.05,,云南合和(集团)股份有限公司
2022,327.817,47.1679,6.95,8.36,-87.58%,3852.51万,-97.56%,4.85,39.2126,695.0,1.433,PB；PE,279.77亿,29.86亿,2.46%,231.40亿,0.10025999999999999,,云南合和(集团)股份有限公司
2021,402.582,36.3341,11.08,67.34,20.57%,15.76亿,11.54%,4.94,5.9783,30.7778,2.2429,PB；PE,336.92亿,34.81亿,23.75%,235.92亿,0.155,,云南合和(集团)股份有限公司
2020,555.185,36.3341,15.28,55.85,170.37%,14.13亿,68.72%,3.97,9.9406,43.6571,3.8489,PB；PE,274.51亿,28.95亿,25.99%,147.03亿,0.1,,云南合和(集团)股份有限公司
2019,498.504,36.3341,13.72,20.66,71.94%,8.38亿,116.72%,3.68,24.1289,57.1667,3.7283,PB；PE,318.10亿,22.05亿,41.03%,136.20亿,,,云南合和(集团)股份有限公司
2018,,,,12.01,7.83%,3.86亿,6.44%,3.53,,,,PB；PE,178.60亿,16.10亿,32.63%,115.38亿,,,云南合和(集团)股份有限公司
2017,,,,11.14,14.20%,3.63亿,9.09%,3.41,,,,PB；PE,53.13亿,13.75亿,33.03%,111.49亿,,,云南合和(集团)股份有限公司
2016,,,,9.76,-50.60%,3.33亿,-68.08%,3.45,,,,PB；PE,65.87亿,17.05亿,34.70%,112.74亿,,,云南合和(集团)股份有限公司
2015,,,,19.75,63.12%,10.43亿,119.44%,3.53,,,,PB；PE,83.82亿,20.81亿,52.84%,115.26亿,,,云南合和(集团)股份有限公司
2014,,,,12.11,58.28%,4.75亿,117.73%,3.03,,,,PB；PE,43.63亿,16.12亿,39.35%,62.35亿,,,云南合和(集团)股份有限公司
2013,,,,7.65,68.02%,2.18亿,129.36%,0.0,,,,PB；PE,42.56亿,14.28亿,28.94%,58.24亿,,,云南合和(集团)股份有限公司
2012,,,,4.55,-17.97%,9513.85万,-31.85%,0.0,,,,PB；PE,32.28亿,13.93亿,18.61%,38.17亿,,,云南合和(集团)股份有限公司
2011,,,,5.55,-50.24%,1.40亿,-71.31%,0.0,,,,PB；PE,50.53亿,13.28亿,25.15%,36.19亿,,,云南合和(集团)股份有限公司
2010,,,,11.15,50.29%,4.87亿,54.07%,0.0,,,,PB；PE,59.90亿,13.68亿,43.62%,36.51亿,,,云南合和(集团)股份有限公司
