报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,26.863,7.7414,3.47,2.1525,3.12,-64.03%,-416.30万,89.09%,3.74,7.94亿,10.04亿,-3.34%,31.04亿,30.28亿
2025,26.243,7.7414,3.39,0.6431,40.81,-12.33%,3826.54万,103.79%,3.73,11.33亿,10.08亿,-0.27%,30.15亿,31.19亿
2024,19.431,7.7414,2.51,0.4175,46.54,-49.59%,-10.09亿,-2754.19%,3.76,15.06亿,10.08亿,-26.29%,31.29亿,58.85亿
2023,26.089,7.7414,3.37,0.2826,92.33,53.25%,3801.45万,-66.37%,5.12,22.11亿,20.65亿,1.51%,46.40亿,86.34亿
2022,25.701,7.7414,3.32,0.4266,60.25,-18.24%,1.13亿,-65.35%,5.15,21.03亿,20.81亿,1.92%,45.32亿,143.30亿
2021,22.605,7.7414,2.92,0.3068,73.69,40.69%,3.26亿,10.70%,5.04,21.06亿,20.07亿,5.06%,47.39亿,143.30亿
2020,21.521,7.7414,2.78,0.4109,52.38,36.42%,2.95亿,26.37%,4.70,14.75亿,17.77亿,6.26%,41.75亿,111.93亿
2019,22.605,7.7414,2.92,0.5887,38.4,21.19%,2.33亿,-30.60%,4.40,15.48亿,15.65亿,10.99%,37.99亿,92.25亿
2018,23.069,7.7414,2.98,0.7282,31.68,-8.63%,3.36亿,76.89%,4.17,13.76亿,14.14亿,19.50%,35.44亿,77.36亿
2017,,,3.94,,34.68,-17.39%,1.90亿,25.48%,3.81,6.70亿,11.47亿,8.35%,33.29亿,39.69亿
2016,,,6.44,,41.97,144.10%,1.51亿,335.09%,3.64,12.80亿,10.30亿,9.74%,31.81亿,53.60亿
2015,,,7.97,,17.2,2.14%,-6440.16万,-149.05%,3.52,10.31亿,9.65亿,-3.37%,31.95亿,62.57亿
2014,,,3.98,,16.83,1.55%,1.31亿,-40.15%,3.68,11.58亿,11.04亿,8.92%,33.41亿,65.71亿
2013,,,3.05,,16.58,-15.52%,2.19亿,-11.75%,3.32,9.95亿,10.33亿,14.66%,24.67亿,63.41亿
2012,,,3.74,,19.62,2.50%,2.49亿,-13.76%,3.03,10.57亿,9.04亿,13.82%,23.08亿,51.16亿
2011,,,2.94,,19.14,-11.19%,2.88亿,31.38%,3.24,6.93亿,7.11亿,17.10%,21.44亿,53.05亿
2010,,,3.95,,21.56,64.56%,2.19亿,31.94%,2.81,10.73亿,5.05亿,10.05%,19.37亿,49.27亿
