报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,106.56,9.6,11.1,5.6,14.67%,371.16万,-38.00%,2.55,19.0286,2846.1538,4.3529,PE；PB,5.00亿,6.85亿,0.66%,24.46亿,8.95亿,0.006,20%: 最新年度净利润同比下降,巨力集团有限公司
2026-03-31,106.56,9.6,11.1,5.6,14.67%,371.16万,-38.00%,2.55,4.7571,2846.1538,4.3529,PE；PB,5.00亿,6.85亿,0.66%,24.46亿,8.95亿,0.006,,巨力集团有限公司
2025,88.32,9.6,9.2,25.7,16.08%,1743.64万,137.25%,2.54,3.4366,505.4945,3.622,PE；PB,5.14亿,6.81亿,0.68%,24.41亿,8.76亿,,,巨力集团有限公司
2024,31.008,9.6,3.23,22.14,-4.88%,-4681.07万,-344.10%,2.53,1.4005,,1.2767,PE；PB,6.17亿,6.66亿,-2.11%,24.25亿,8.25亿,0.003,,巨力集团有限公司
2023,41.28,9.6,4.3,23.28,7.14%,-1054.07万,-216.02%,2.58,1.7732,,1.6667,PE；PB,5.34亿,7.15亿,-0.45%,24.74亿,6.08亿,,,巨力集团有限公司
2022,39.36,9.6,4.1,21.73,-11.89%,908.48万,-62.08%,2.59,1.8113,431.5789,1.583,PE；PB,4.82亿,7.26亿,0.42%,24.86亿,6.63亿,0.004,,巨力集团有限公司
2021,45.216,9.6,4.71,24.66,11.34%,2395.89万,-27.74%,2.58,1.8336,188.4,1.8256,PE；PB,4.73亿,7.21亿,0.97%,24.81亿,7.14亿,0.005,,巨力集团有限公司
2020,40.128,9.6,4.18,22.15,12.65%,3315.68万,81.91%,2.56,1.8116,121.1594,1.6328,PE；PB,4.80亿,7.03亿,1.50%,24.60亿,7.30亿,0.003,,巨力集团有限公司
2019,30.048,9.6,3.13,19.66,16.66%,1822.66万,2.30%,2.53,1.5284,164.7368,1.2372,PE；PB,4.87亿,6.75亿,0.93%,24.31亿,7.60亿,0.003,,巨力集团有限公司
2018,31.584,9.6,3.29,16.85,19.01%,1781.66万,203.82%,2.52,1.8744,176.8817,1.3056,PE；PB,3.86亿,6.61亿,1.06%,24.15亿,8.56亿,,,巨力集团有限公司
2017,,,5.96,14.16,3.72%,-1716.18万,-183.17%,2.5,,,2.384,PE；PB,5.49亿,6.45亿,-1.21%,23.97亿,6.88亿,0.004,,巨力集团有限公司
2016,,,6.87,13.65,2.29%,2063.36万,-23.94%,2.52,,327.1429,2.7262,PE；PB,3.46亿,6.66亿,1.51%,24.20亿,5.86亿,0.005,,巨力集团有限公司
2015,,,7.56,13.34,-14.11%,2712.86万,-15.86%,2.51,,252.0,3.012,PE；PB,2.91亿,6.53亿,2.03%,24.08亿,6.42亿,0.006,,巨力集团有限公司
2014,,,6.06,15.54,-8.47%,3224.33万,-54.06%,2.48,,178.2353,2.4435,PE；PB,4.46亿,6.34亿,2.08%,23.82亿,6.19亿,0.02,,巨力集团有限公司
2013,,,5.72,16.97,2.67%,7019.09万,-41.83%,2.47,,81.7143,2.3158,PE；PB,4.30亿,6.24亿,4.14%,23.69亿,7.25亿,0.02,,巨力集团有限公司
2012,,,6.78,16.53,8.17%,1.21亿,-28.20%,2.41,,52.1538,2.8133,PE；PB,4.26亿,5.81亿,7.30%,23.15亿,6.59亿,0.05,,巨力集团有限公司
2011,,,5.46,15.28,5.73%,1.68亿,-12.92%,2.34,,30.3333,2.3333,PE；PB,4.44亿,5.21亿,11.00%,22.42亿,5.27亿,0.15,,巨力集团有限公司
2010,,,8.88,14.46,2.92%,1.93亿,0.37%,4.47,,44.4,1.9866,PE；PB,5.13亿,4.43亿,13.35%,21.47亿,3.96亿,0.3,,巨力集团有限公司
