报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,58.816,1.7073,34.45,2.84,28.07%,1289.38万,10.73%,10.55,20.7099,430.625,3.2654,PE；PB,4.64亿,5.65亿,4.54%,18.02亿,1.80亿,0.0,,Engineus Power Holding Inc.
2026-03-31,58.816,1.7073,34.45,2.84,28.07%,1289.38万,10.73%,10.55,5.1775,430.625,3.2654,PE；PB,4.64亿,5.65亿,4.54%,18.02亿,1.80亿,0.0,,Engineus Power Holding Inc.
2025,54.967,1.7113,32.12,7.93,-13.42%,2278.61万,-69.04%,10.53,6.9315,247.0769,3.0503,PE；PB,4.95亿,5.52亿,2.87%,17.97亿,1.83亿,0.30000000000000004,,Engineus Power Holding Inc.
2024,17.945,1.6993,10.56,9.16,-32.23%,7358.80万,-32.67%,10.77,1.9591,24.5581,0.9805,PE；PB,5.50亿,5.84亿,8.03%,18.43亿,1.88亿,0.6000000000000001,,Engineus Power Holding Inc.
2023,18.098,1.6993,10.65,13.52,81.56%,1.09亿,363.23%,11.0,1.3386,16.6406,0.9682,PE；PB,7.46亿,6.22亿,8.08%,18.69亿,1.46亿,0.1,,Engineus Power Holding Inc.
2022,10.572,1.2138,8.71,7.45,-45.01%,2359.35万,-85.60%,10.44,1.4191,62.2143,0.8343,PE；PB,7.40亿,5.40亿,3.08%,17.74亿,1.51亿,0.65,,Engineus Power Holding Inc.
2021,10.317,0.867,11.9,13.54,-14.92%,1.64亿,-14.03%,15.09,0.762,12.3958,0.7886,PE；PB,7.71亿,5.96亿,12.08%,18.32亿,1.76亿,0.7,,Engineus Power Holding Inc.
2020,12.407,0.867,14.31,15.92,37.54%,1.91亿,22.00%,20.04,0.7793,5.4205,0.7141,PE；PB,8.83亿,5.08亿,12.15%,17.60亿,2.20亿,,,Engineus Power Holding Inc.
2019,,,,11.57,24.63%,1.56亿,39.14%,12.42,,,,PE；PB,1.93亿,3.70亿,13.78%,8.29亿,1.63亿,,,Engineus Power Holding Inc.
2018,,,,9.29,20.06%,1.12亿,20.91%,10.72,,,,PE；PB,2.15亿,2.74亿,12.47%,7.15亿,1.45亿,,,Engineus Power Holding Inc.
2017,,,,7.73,28.03%,9284.61万,104.65%,8.99,,,,PE；PB,1.24亿,1.71亿,12.31%,5.99亿,9964.12万,,,Engineus Power Holding Inc.
2016,,,,6.04,29.54%,4536.76万,165.70%,8.19,,,,PE；PB,8932.88万,9651.72万,7.74%,4.42亿,1.04亿,,,Engineus Power Holding Inc.
2015,,,,4.66,5.96%,1707.48万,1047.38%,6.37,,,,PE；PB,8914.30万,712.89万,3.66%,3.35亿,1.03亿,,,Engineus Power Holding Inc.
2014,,,,4.4,-18.20%,148.82万,-85.30%,6.18,,,,PE；PB,3656.18万,-186.04万,0.34%,3.09亿,9675.66万,,,Engineus Power Holding Inc.
2013,,,,5.38,False,1012.68万,False,6.24,,,,PE；PB,5637.56万,119.11万,1.88%,3.12亿,1.08亿,,,Engineus Power Holding Inc.
