报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,42.195,2.8395,14.86,1.73,6.23%,3893.51万,-2.97%,4.58,24.3902,106.1429,3.2445,PE；PB,4.37亿,7.03亿,22.45%,13.00亿,3.25亿,0.2,20%: 最新年度净利润同比下降,李忠明
2026-03-31,42.195,2.8395,14.86,1.73,6.23%,3893.51万,-2.97%,4.58,6.0975,106.1429,3.2445,PE；PB,4.37亿,7.03亿,22.45%,13.00亿,3.25亿,0.2,,李忠明
2025,34.004,2.3663,14.37,7.34,17.64%,1.55亿,-14.98%,4.48,4.6327,26.6111,3.2076,PE；PB,4.79亿,6.64亿,21.06%,12.72亿,3.27亿,0.22000000000000003,,李忠明
2024,27.402,2.3663,11.58,6.24,28.41%,1.82亿,86.27%,4.97,4.3913,18.0938,2.33,PE；PB,3.25亿,5.75亿,29.14%,11.77亿,3.05亿,0.2,,李忠明
2023,17.82,1.6319,10.92,4.86,-4.40%,9758.99万,-29.95%,4.41,3.6667,26.6341,2.4762,PE；PB,2.29亿,4.56亿,20.09%,10.43亿,3.38亿,0.36,,李忠明
2022,12.808,1.1255,11.38,5.08,6.40%,1.39亿,12.84%,6.15,2.5213,19.2881,1.8504,PE；PB,3.81亿,4.25亿,27.41%,10.04亿,3.28亿,0.45,,李忠明
2021,10.041,0.8039,12.49,4.78,23.08%,1.23亿,31.86%,8.13,2.1006,16.4342,1.5363,PE；PB,4.88亿,3.48亿,25.85%,9.15亿,2.43亿,0.54,,李忠明
2020,7.444,0.8039,9.26,3.88,18.92%,9363.33万,16.13%,10.39,1.9186,8.3423,0.8912,PE；PB,5.00亿,2.77亿,24.13%,8.35亿,1.41亿,,,李忠明
2019,,,,3.26,-0.72%,8062.95万,5.37%,6.49,,,,PE；PB,7931.71万,2.22亿,24.71%,3.91亿,1.45亿,,,李忠明
2018,,,,3.29,10.56%,7651.77万,49.03%,5.65,,,,PE；PB,1.15亿,1.76亿,23.28%,3.41亿,1.47亿,,,李忠明
2017,,,,2.97,41.53%,5134.41万,20.51%,5.08,,,,PE；PB,1.04亿,1.48亿,17.27%,3.07亿,1.14亿,,,李忠明
2016,,,,2.1,27.51%,4260.66万,26.17%,4.61,,,,PE；PB,4951.44万,1.17亿,20.28%,2.38亿,1.03亿,,,李忠明
2015,,,,1.65,11.89%,3376.98万,31.55%,3.98,,,,PE；PB,4751.65万,8897.92万,20.50%,2.06亿,9464.11万,,,李忠明
2014,,,,1.47,3.37%,2567.10万,-11.95%,3.33,,,,PE；PB,2621.40万,5860.59万,17.44%,1.72亿,9067.96万,,,李忠明
2013,,,,1.42,20.49%,2915.66万,94.86%,2.83,,,,PE；PB,1820.56万,3549.05万,20.47%,1.46亿,8428.46万,,,李忠明
2012,,,,1.18,False,1496.26万,False,2.27,,,,PE；PB,1705.37万,931.87万,12.66%,1.17亿,7529.96万,,,李忠明
