报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,91.455,4.8338,18.92,6.6853,3.42,5.29%,6475.02万,-19.49%,7.66,6.72亿,10.47亿,19.09%,36.72亿,2.95亿
2025,81.608,4.8605,16.79,6.9277,11.78,-26.66%,1.90亿,-45.64%,7.58,7.16亿,9.83亿,15.77%,36.55亿,3.18亿
2024,76.146,4.847,15.71,4.7413,16.06,1.45%,3.50亿,-29.07%,7.51,5.78亿,9.43亿,21.48%,36.08亿,3.77亿
2023,36.357,3.226,11.27,2.2967,15.83,6.58%,4.93亿,69.16%,10.99,3.25亿,10.08亿,30.68%,35.20亿,3.10亿
2022,48.036,3.2391,14.83,3.2326,14.86,21.75%,2.91亿,40.77%,9.68,5.77亿,7.32亿,18.94%,31.17亿,2.47亿
2021,44.361,3.4362,12.91,3.6361,12.2,24.71%,2.07亿,364.49%,9.93,13.64亿,6.38亿,23.02%,33.14亿,2.30亿
2020,26.169,3.2307,8.1,2.673,9.79,5.85%,4457.50万,-63.70%,9.53,2.77亿,4.46亿,3.34%,30.76亿,1.86亿
2019,31.241,3.2307,9.67,3.3811,9.24,32.39%,1.23亿,37.13%,9.43,2.85亿,4.12亿,13.60%,30.53亿,1.84亿
2018,17.588,2.1794,8.07,2.5198,6.98,42.92%,8954.62万,-3.53%,5.85,2.53亿,3.22亿,12.97%,12.76亿,1.39亿
2017,,,20.84,,4.89,21.96%,9282.32万,15.97%,7.67,3.79亿,2.56亿,18.96%,13.02亿,1.18亿
2016,,,21.89,,4.01,37.84%,8003.98万,40.46%,7.19,1.99亿,1.86亿,20.02%,12.27亿,7108.26万
2015,,,46.48,,2.91,14.72%,5698.57万,89.21%,6.82,2.09亿,1.29亿,19.61%,11.63亿,8662.69万
2014,,,10.91,,2.53,20.99%,3011.79万,49.36%,3.47,4228.78万,8745.08万,11.89%,4.00亿,7087.94万
2013,,,4.78,,2.09,-1.62%,2016.51万,0.46%,3.27,2088.46万,6725.69万,9.63%,3.77亿,6416.54万
2012,,,3.25,,2.13,11.59%,2007.33万,-19.45%,3.16,4810.59万,5606.42万,9.43%,3.64亿,6255.72万
2011,,,4.66,,1.91,16.79%,2492.11万,8.23%,4.87,1.15亿,5240.43万,13.07%,3.51亿,6438.44万
2010,,,8.73,,1.63,25.54%,2302.67万,26.46%,9.26,2.19亿,3719.80万,14.10%,3.33亿,4105.89万
