报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,41.984,1.4324,29.31,3.0161,3.48,7.83%,1907.15万,251.80%,12.98,8.04亿,4.21亿,6.00%,19.61亿,1.33亿
2025,30.742,1.1948,25.73,2.2132,13.89,-11.26%,1521.03万,426.79%,11.31,7.38亿,4.02亿,1.37%,15.23亿,1.26亿
2024,15.415,1.2215,12.62,0.9844,15.66,-4.54%,-465.45万,-117.11%,10.93,5.63亿,3.87亿,-0.71%,14.74亿,1.58亿
2023,19.886,1.2215,16.28,1.2126,16.4,-3.34%,2720.76万,-78.78%,11.65,6.02亿,4.21亿,1.09%,15.82亿,1.51亿
2022,19.471,1.2215,15.94,1.1474,16.97,16.83%,1.28亿,19.54%,11.56,7.34亿,4.24亿,7.50%,15.81亿,2.18亿
2021,27.056,1.2215,22.15,1.8634,14.52,27.98%,1.07亿,2.23%,11.41,4.72亿,3.49亿,7.39%,13.94亿,1.75亿
2020,,,,,11.35,0.39%,1.05亿,23.07%,10.59,1.42亿,3.03亿,9.24%,9.70亿,1.14亿
2019,,,,,11.3,1.33%,8524.60万,27.96%,9.88,1.28亿,2.40亿,7.53%,9.05亿,1.07亿
2018,,,,,11.16,12.20%,6661.99万,-13.41%,9.61,1.08亿,2.22亿,5.98%,8.80亿,1.21亿
2017,,,,,9.94,28.85%,7693.61万,8.81%,8.83,8165.95万,1.61亿,7.74%,8.10亿,9340.15万
2016,,,,,7.72,5.93%,7070.89万,-8.74%,8.31,1.49亿,1.23亿,9.15%,7.63亿,1.06亿
2015,,,,,7.28,6.11%,7747.90万,0.14%,3.71,3547.83万,1.33亿,10.64%,5.54亿,6866.82万
2014,,,,,6.86,False,7736.75万,False,3.85,6820.95万,1.60亿,11.27%,5.74亿,7165.44万
