报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,10.916,0.8926,12.23,2.1832,1.25,19.40%,1105.75万,105.98%,5.95,1.46亿,1.89亿,8.87%,5.33亿,4481.77万
2025,10.738,0.8926,12.03,2.5812,4.16,-20.98%,2001.62万,-34.66%,5.83,1.56亿,1.78亿,4.89%,5.22亿,4504.21万
2024,8.524,0.8926,9.55,1.6175,5.27,-9.40%,3063.46万,-43.52%,5.69,1.36亿,1.68亿,5.82%,5.09亿,5385.76万
2023,9.89,0.8926,11.08,1.7022,5.81,4.48%,5423.67万,-2.20%,5.69,1.89亿,1.66亿,9.33%,5.08亿,6521.04万
2022,,,,,5.56,9.29%,5545.83万,322.62%,4.30,1.16亿,1.16亿,9.96%,2.98亿,5532.73万
2021,,,,,5.09,42.34%,1312.25万,-69.42%,3.58,1.10亿,7073.83万,2.49%,2.48亿,3469.88万
2020,,,,,3.58,-2.71%,4290.58万,-4.83%,3.50,5274.25万,6966.11万,11.89%,2.42亿,2362.19万
2019,,,,,3.68,44.38%,4508.14万,452.53%,3.04,4845.90万,4359.64万,12.23%,2.11亿,3112.07万
2018,,,,,2.55,57.28%,815.91万,30.49%,2.53,3216.61万,841.06万,3.17%,1.70亿,1910.25万
2017,,,,,1.62,41.65%,625.25万,35.12%,2.23,679.03万,1083.20万,3.82%,1.44亿,2910.49万
2016,,,,,1.14,17.42%,462.74万,67.97%,2.09,1638.56万,483.52万,4.76%,1.36亿,2036.87万
2015,,,,,0.973237,42.13%,275.49万,122.50%,1.99,4145.01万,309.17万,2.83%,1.32亿,1925.24万
2014,,,,,0.684741,9.07%,123.81万,-7.96%,1.46,1839.75万,124.94万,1.81%,8754.11万,1224.69万
2013,,,,,0.627822,False,134.51万,False,1.97,696.45万,466.63万,2.14%,2955.11万,1782.10万
