报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,70.632,1.44,49.05,2.0,11.05%,468.86万,-97.74%,10.22,35.316,1504.6012,4.7994,PE；PB,5.68亿,8.98亿,2.34%,14.72亿,2.05亿,,20%: 最新年度净利润同比下降,广州探迹远擎科技合伙企业(有限合伙)
2026-03-31,70.632,1.44,49.05,2.0,11.05%,468.86万,-97.74%,10.22,8.829,1504.6012,4.7994,PE；PB,5.68亿,8.98亿,2.34%,14.72亿,2.05亿,,,广州探迹远擎科技合伙企业(有限合伙)
2025,78.235,1.44,54.33,9.83,11.90%,2.34亿,208.56%,10.19,7.9588,33.4524,5.3317,PE；PB,2.90亿,8.93亿,23.79%,14.67亿,1.81亿,0.8,,广州探迹远擎科技合伙企业(有限合伙)
2024,37.44,1.44,26.0,8.79,-7.77%,7579.55万,-28.46%,9.36,4.2594,49.3921,2.7778,PE；PB,2.02亿,7.74亿,8.63%,13.48亿,2.03亿,0.4,,广州探迹远擎科技合伙企业(有限合伙)
2023,18.78,1.2,15.65,9.53,-2.64%,1.06亿,-31.66%,9.24,1.9706,21.1486,1.6937,PE；PB,3.33亿,7.56亿,11.12%,13.30亿,2.04亿,0.4,,广州探迹远擎科技合伙企业(有限合伙)
2022,13.49,1.0,13.49,9.79,4.88%,1.55亿,44.14%,10.6,1.3779,10.4574,1.2726,PE；PB,2.55亿,7.06亿,15.84%,12.72亿,1.95亿,0.15,,广州探迹远擎科技合伙企业(有限合伙)
2021,15.78,1.0,15.78,9.33,4.67%,1.08亿,-11.63%,11.32,1.6913,13.7217,1.394,PE；PB,6.22亿,5.75亿,11.53%,11.32亿,1.66亿,,,广州探迹远擎科技合伙企业(有限合伙)
2020,,,,8.91,-11.01%,1.22亿,19.71%,8.66,,,,PE；PB,2.75亿,4.68亿,13.65%,6.50亿,1.38亿,,,广州探迹远擎科技合伙企业(有限合伙)
2019,,,,10.02,-2.21%,1.02亿,61.55%,7.04,,,,PE；PB,1.51亿,3.47亿,10.15%,5.28亿,1.40亿,,,广州探迹远擎科技合伙企业(有限合伙)
2018,,,,10.24,11.77%,6292.73万,127.00%,5.68,,,,PE；PB,1.13亿,2.47亿,6.14%,4.26亿,1.45亿,,,广州探迹远擎科技合伙企业(有限合伙)
2017,,,,9.17,False,2772.08万,False,4.84,,,,PE；PB,9604.74万,1.87亿,3.02%,3.63亿,1.61亿,,,广州探迹远擎科技合伙企业(有限合伙)
2014,,,,9.33,-1.60%,3945.81万,-38.22%,3.1,,,,PE；PB,7403.29万,7548.01万,4.23%,2.33亿,1.79亿,,,广州探迹远擎科技合伙企业(有限合伙)
2013,,,,9.48,6.99%,6387.19万,51.04%,3.04,,,,PE；PB,1.52亿,1.18亿,6.74%,1.76亿,1.63亿,,,广州探迹远擎科技合伙企业(有限合伙)
2012,,,,8.86,False,4228.76万,False,1.93,,,,PE；PB,2.89亿,5417.78万,4.77%,1.12亿,1.62亿,,,广州探迹远擎科技合伙企业(有限合伙)
