报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,22.451,5.3839,4.17,0.976282,-1.85%,-76.04万,18.91%,1.2,22.9964,,3.475,PE；PB,2.89亿,-3.80亿,-0.88%,7.04亿,7885.47万,,20%: 最新年度营业收入下滑,嘉兴硅谷天堂鑫海企业管理有限公司
2026-03-31,22.451,5.3839,4.17,0.976282,-1.85%,-76.04万,18.91%,1.2,5.7491,,3.475,PE；PB,2.89亿,-3.80亿,-0.88%,7.04亿,7885.47万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2025,33.488,5.3839,6.22,5.06,-3.18%,71.81万,104.32%,1.21,6.6182,4784.6154,5.1405,PE；PB,2.70亿,-3.79亿,-0.24%,7.05亿,6236.66万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2024,22.289,5.3839,4.14,5.23,-11.53%,-1661.27万,41.56%,1.2,4.2618,,3.45,PE；PB,2.18亿,-3.80亿,-3.61%,7.20亿,7233.10万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2023,27.35,5.3839,5.08,5.91,-29.42%,-2842.84万,76.40%,1.23,4.6277,,4.1301,PE；PB,2.54亿,-3.63亿,-6.02%,7.39亿,8070.48万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2022,26.866,5.3839,4.99,8.38,-17.62%,-1.20亿,-1319.09%,1.29,3.206,,3.8682,PE；PB,2.86亿,-3.35亿,-15.29%,7.75亿,1.09亿,,,嘉兴硅谷天堂鑫海企业管理有限公司
2021,26.489,5.3839,4.92,10.17,-26.29%,987.96万,-94.80%,1.51,2.6046,267.3913,3.2583,PE；PB,2.22亿,-2.15亿,0.96%,9.03亿,1.16亿,,,嘉兴硅谷天堂鑫海企业管理有限公司
2020,43.179,5.3839,8.02,13.79,88.00%,1.90亿,3838.69%,1.49,3.1312,22.7195,5.3826,PE；PB,3.91亿,-2.24亿,21.03%,9.03亿,1.24亿,,,嘉兴硅谷天堂鑫海企业管理有限公司
2019,44.148,5.3839,8.2,7.34,-1.23%,482.60万,104.44%,1.14,6.0147,911.1111,7.193,PE；PB,2.56亿,-4.14亿,0.25%,6.38亿,7986.23万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2018,21.805,5.3839,4.05,7.43,17.59%,-1.09亿,-339.29%,1.14,2.9347,,3.5526,PE；PB,2.14亿,-4.19亿,-15.25%,6.42亿,9494.94万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2017,,,6.76,6.32,29.80%,4544.04万,41.73%,1.34,,80.0948,5.0448,PE；PB,3.78亿,-3.10亿,7.04%,7.56亿,9434.33万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2016,,,7.66,4.87,60.48%,3206.14万,141.72%,1.33,,128.7395,5.7594,PE；PB,1.44亿,-3.56亿,5.72%,7.49亿,7585.49万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2015,,,10.11,3.03,16.67%,-7685.81万,-1677.05%,1.15,,,8.7913,PE；PB,2.89亿,-3.88亿,-25.80%,6.56亿,6969.61万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2014,,,4.69,2.6,14.93%,487.35万,109.12%,1.26,,469.0,3.7222,PE；PB,2.10亿,-3.11亿,1.83%,7.05亿,6326.57万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2013,,,3.27,2.26,-0.66%,-5344.82万,-8202.54%,1.25,,,2.616,PE；PB,2.46亿,-3.16亿,-23.69%,6.73亿,4150.68万,0.0,,嘉兴硅谷天堂鑫海企业管理有限公司
2012,,,3.37,2.28,11.04%,65.96万,102.25%,1.75,,2106.25,1.9257,PE；PB,4.66亿,-2.62亿,0.26%,7.31亿,3347.22万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2011,,,3.14,2.05,-1.73%,-2932.39万,-1091.28%,0.69,,,4.5507,PE；PB,1.47亿,-2.63亿,-15.05%,2.00亿,3828.24万,,,嘉兴硅谷天堂鑫海企业管理有限公司
2010,,,3.97,2.09,12.05%,295.82万,15.94%,0.79,,393.0693,5.0253,PE；PB,3800.65万,-2.32亿,0.73%,2.33亿,3677.74万,,,嘉兴硅谷天堂鑫海企业管理有限公司
