报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,24.687,2.0419,12.09,3.0859,2.0,-9.00%,-1156.89万,-205.61%,1.58,2.08亿,-9769.14万,-6.75%,3.68亿,2.04亿
2025,22.726,2.0419,11.13,2.116,10.74,16.95%,-3043.04万,-233.08%,1.65,2.82亿,-8612.26万,-3.47%,3.83亿,2.24亿
2024,15.111,2.0615,7.33,1.6443,9.19,15.43%,2286.55万,147.22%,1.83,2.05亿,-4733.20万,2.09%,4.03亿,2.35亿
2023,24.575,2.0879,11.77,3.0873,7.96,-0.16%,-4842.48万,-619.63%,1.77,1.75亿,-6673.49万,-7.17%,4.00亿,1.77亿
2022,33.998,2.0756,16.38,4.2657,7.97,28.33%,931.92万,111.53%,1.80,1.84亿,-1831.01万,0.98%,3.76亿,1.75亿
2021,30.3,2.02,15.0,4.8792,6.21,45.25%,-8080.55万,33.93%,1.64,1.24亿,-2762.07万,-13.42%,3.33亿,1.56亿
2020,17.998,2.02,8.91,4.2448,4.24,-45.44%,-1.22亿,-2057.95%,2.04,9202.71万,5318.48万,-29.44%,4.13亿,1.83亿
2019,20.402,2.02,10.1,2.6257,7.77,4.12%,624.61万,-51.42%,2.64,1.79亿,1.75亿,0.51%,5.37亿,3.98亿
2018,18.483,2.02,9.15,2.4776,7.46,-6.59%,1285.78万,-66.39%,2.62,2.05亿,1.71亿,1.72%,5.29亿,3.34亿
2017,,,20.56,,7.99,3.41%,3825.47万,-28.84%,2.65,1.87亿,1.79亿,4.79%,5.36亿,1.73亿
2016,,,,,7.73,34.12%,5375.98万,58.09%,2.42,1.55亿,1.65亿,6.96%,3.66亿,1.86亿
2015,,,,,5.76,-9.58%,3400.68万,-57.59%,2.06,1.22亿,1.17亿,5.90%,3.12亿,1.54亿
2014,,,,,6.37,-14.61%,8018.54万,-45.52%,1.84,5772.49万,8618.40万,12.58%,2.78亿,1.46亿
2013,,,,,7.46,223.94%,1.47亿,421.30%,4.47,7284.14万,1.35亿,19.72%,2.09亿,1.39亿
2012,,,,,2.3,102.96%,2823.15万,592.50%,1.95,3475.38万,2819.01万,12.26%,8299.72万,5104.93万
2011,,,,,1.14,False,407.68万,False,5.48,1103.47万,2414.52万,3.59%,5476.58万,2124.19万
