报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,1180.046,73.7068,16.01,2.6795,110.1,35.19%,20.27亿,50.18%,4.38,126.85亿,119.54亿,18.61%,328.42亿,7.83亿
2025,1257.438,73.7068,17.06,3.318,378.98,67.55%,56.05亿,362.02%,4.16,118.08亿,99.28亿,15.09%,312.20亿,7.66亿
2024,383.062,74.5256,5.14,1.6935,226.2,70.27%,12.13亿,131.51%,3.45,65.28亿,43.97亿,4.62%,254.50亿,7.61亿
2023,384.552,74.5256,5.16,2.8946,132.85,15.77%,5.24亿,107.77%,3.38,35.20亿,31.68亿,4.42%,253.81亿,6.70亿
2022,283.943,74.5256,3.81,2.4744,114.75,-18.83%,-67.47亿,-369.76%,3.27,23.86亿,26.56亿,-58.73%,246.96亿,6.27亿
2021,625.27,74.5256,8.39,4.4229,141.37,-2.14%,25.01亿,20.38%,4.17,33.00亿,94.01亿,19.16%,312.25亿,5.84亿
2020,529.877,74.5256,7.11,3.6682,144.45,-1.66%,20.78亿,-9.09%,3.85,38.86亿,70.95亿,14.57%,288.28亿,5.10亿
2019,567.052,59.5643,9.52,3.8601,146.9,17.30%,22.85亿,78.02%,4.09,37.20亿,51.05亿,18.62%,246.84亿,4.10亿
2018,249.586,23.3476,10.69,1.9929,125.24,132.72%,12.84亿,64.01%,5.91,58.19亿,31.20亿,11.07%,258.84亿,4.64亿
2017,,,10.96,,34.91,1.01%,7.83亿,55.47%,4.92,4.81亿,20.58亿,22.48%,50.97亿,4.41亿
2016,,,15.08,,34.56,14.21%,5.03亿,23.44%,4.27,5.67亿,13.83亿,14.68%,43.99亿,4.13亿
2015,,,10.91,,30.26,76.72%,4.08亿,95.00%,3.88,5.33亿,9.88亿,13.56%,39.93亿,3.88亿
2014,,,4.24,,17.12,39.50%,2.09亿,157.72%,7.06,2.89亿,6.39亿,12.33%,36.36亿,4.30亿
2013,,,1.17,,12.27,32.14%,8116.10万,-13.10%,6.24,1.17亿,4.36亿,6.75%,16.46亿,4.12亿
2012,,,1.14,,9.29,-6.99%,9339.75万,-33.97%,6.03,4.47亿,3.87亿,10.06%,15.90亿,3.30亿
2011,,,1.48,,9.99,9.99%,1.41亿,-10.92%,8.82,5.43亿,3.56亿,14.16%,15.43亿,2.41亿
2010,,,,,9.08,59.71%,1.59亿,55.73%,3.15,8057.34万,2.28亿,17.49%,4.10亿,1.79亿
