报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,171.95,7.8516,21.9,11.9299,10.81,206.15%,5171.88万,96.96%,2.02,3.49亿,6.93亿,9.02%,19.28亿,6.64亿
2024,59.169,7.7957,7.59,10.0799,5.87,-14.28%,6530.14万,13.85%,2.00,3.72亿,6.80亿,11.19%,15.65亿,2.19亿
2023,40.231,7.7967,5.16,5.8731,6.85,12.07%,5735.89万,-1.88%,1.95,3.59亿,6.49亿,8.41%,15.20亿,2.03亿
2022,58.081,7.7545,7.49,9.5059,6.11,-21.13%,5845.55万,-27.02%,1.93,4.64亿,6.42亿,9.53%,15.00亿,1.95亿
2021,49.0,7.0,7.0,6.3226,7.75,-4.84%,8009.47万,-10.91%,1.65,2.35亿,6.37亿,10.33%,11.58亿,1.47亿
2020,,,,,8.14,5.88%,8990.23万,1.59%,1.59,3.10亿,5.99亿,11.04%,11.11亿,1.22亿
2019,,,,,7.69,3.72%,8849.73万,-1.58%,1.50,1.63亿,5.46亿,11.51%,10.48亿,8625.57万
2018,,,,,7.41,-20.00%,8991.52万,-27.17%,1.39,1.42亿,4.83亿,12.13%,9.74亿,4.95亿
2017,,,,,9.27,7.94%,1.23亿,15.80%,1.29,1.76亿,4.24亿,13.32%,9.05亿,4.10亿
2016,,,,,8.59,33.75%,1.07亿,57.42%,1.16,1.33亿,3.29亿,12.39%,7.97亿,4.55亿
2015,,,,,6.42,-34.82%,6772.56万,280.90%,1.52,7271.67万,2.49亿,8992.30%,6.13亿,6.43亿
2014,,,,,0.110943,103.18%,1778.02万,1.61%,-2.76,336.52万,-10.01亿,160.35%,-6.87亿,452.83万
2013,,,,,0.054603,2.38%,1749.90万,221.32%,-1.91,101.71万,-10.21亿,-273.48%,-7.07亿,False
2012,,,,,0.053336,2.12%,-1442.37万,1.52%,-1.85,79.50万,-7.76亿,-272.69%,-4.93亿,1118.85万
2011,,,,,0.052231,3.50%,-1464.57万,-4.03%,-1.79,39.28万,-7.62亿,-298.50%,-4.79亿,1118.85万
2010,,,,,0.050464,2.87%,-1407.84万,-139.20%,-1.73,143.03万,-7.47亿,-297.96%,-4.63亿,1118.85万
