报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,1578.396,7.7742,203.03,30.2143,39.18,63.63%,14.65亿,50.07%,6.27,27.34亿,28.71亿,37.40%,48.85亿,3.37亿
2024,358.529,5.5397,64.72,11.0249,32.52,67.74%,13.44亿,84.07%,7.18,23.29亿,20.72亿,41.30%,39.86亿,3.50亿
2023,180.504,3.9489,45.71,9.3091,19.39,62.04%,7.30亿,81.14%,8.08,23.00亿,15.45亿,37.65%,33.63亿,2.56亿
2022,49.563,3.9398,12.58,4.1441,11.96,15.89%,4.03亿,31.51%,6.66,15.55亿,10.65亿,33.85%,26.37亿,1.86亿
2021,70.048,3.9155,17.89,6.7876,10.32,18.20%,3.06亿,9.77%,5.96,13.00亿,8.44亿,29.89%,23.36亿,1.74亿
2020,28.396,1.9857,14.3,3.2527,8.73,67.03%,2.79亿,67.55%,6.91,4.04亿,6.83亿,32.48%,13.77亿,1.73亿
2019,20.248,1.989,10.18,3.8715,5.23,18.07%,1.67亿,22.91%,5.88,1.05亿,4.98亿,31.99%,11.71亿,7509.76万
2018,12.613,1.9894,6.34,2.8472,4.43,31.04%,1.36亿,21.84%,5.38,1.49亿,4.15亿,30.73%,10.72亿,6205.03万
2017,,,5.77,,3.38,9.01%,1.11亿,-8.51%,4.35,3.27亿,3.48亿,32.37%,8.10亿,5923.55万
2016,,,8.25,,3.1,30.80%,1.22亿,17.73%,4.07,2.22亿,3.05亿,39.21%,7.57亿,4492.31万
2015,,,11.7,,2.37,18.14%,1.03亿,16.45%,9.11,1.41亿,2.36亿,43.57%,6.77亿,3461.89万
2014,,,,,2.01,33.05%,8867.53万,53.14%,5.51,7500.55万,1.80亿,44.20%,3.26亿,3069.10万
2013,,,,,1.51,4.39%,5790.65万,4.80%,4.29,6730.25万,1.17亿,38.40%,2.53亿,2058.77万
2012,,,,,1.44,30.82%,5525.67万,15.16%,3.49,4246.43万,7518.49万,38.25%,2.06亿,2197.92万
2011,,,,,1.1,False,4798.46万,False,2.55,1125.16万,2507.31万,43.45%,1.51亿,1906.85万
