报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,56.812,1.9941,28.49,0.565442,12.01%,-1370.34万,-31.97%,3.32,100.4736,,8.5813,PS；PE,1.63亿,-9259.04万,-27.00%,7.70亿,3395.93万,,20%: 最新年度净利润同比下降,海南骏华新能源科技合伙企业(有限合伙)
2026-03-31,56.812,1.9941,28.49,0.565442,12.01%,-1370.34万,-31.97%,3.32,25.1184,,8.5813,PS；PE,1.63亿,-9259.04万,-27.00%,7.70亿,3395.93万,,,海南骏华新能源科技合伙企业(有限合伙)
2025,34.897,1.9941,17.5,1.28,-20.80%,-1.05亿,66.88%,3.38,27.2633,,5.1775,PS；PE,1.80亿,-7888.69万,-106.78%,7.86亿,3155.43万,,,海南骏华新能源科技合伙企业(有限合伙)
2024,24.647,1.9941,12.36,1.61,-35.53%,-3.16亿,-23.88%,3.91,15.3087,,3.1611,PS；PE,1.43亿,2582.87万,-205.41%,9.19亿,1247.49万,,,海南骏华新能源科技合伙企业(有限合伙)
2023,24.329,1.4244,17.08,2.5,-51.42%,-2.55亿,-542.36%,5.61,9.7316,,3.0446,PS；PE,4.91亿,3.42亿,-97.48%,13.79亿,977.80万,0.065,,海南骏华新能源科技合伙企业(有限合伙)
2022,30.39,1.0174,29.87,5.15,7.32%,5769.83万,-72.44%,9.01,5.901,103.0,3.3152,PS；PE,7.29亿,6.07亿,30.97%,16.69亿,1370.29万,0.2,,海南骏华新能源科技合伙企业(有限合伙)
2021,23.136,1.0174,22.74,4.8,135.67%,2.09亿,41.74%,11.52,4.82,10.1518,1.974,PS；PE,6.42亿,5.90亿,60.10%,12.28亿,206.41万,,,海南骏华新能源科技合伙企业(有限合伙)
2020,17.203,0.9334,18.43,2.04,-5.55%,1.48亿,165.42%,8.52,8.4328,11.6646,2.1631,PS；PE,4.35亿,3.80亿,81.83%,8.88亿,False,0.015,,海南骏华新能源科技合伙企业(有限合伙)
2019,12.928,0.9334,13.85,2.16,-47.51%,-2.26亿,-2322.27%,7.71,5.9852,,1.7964,PS；PE,1.83亿,2.38亿,-97.83%,7.23亿,False,0.02,,海南骏华新能源科技合伙企业(有限合伙)
2018,10.986,0.9334,11.77,4.11,68.83%,1015.94万,-83.93%,11.75,2.673,107.0,1.0017,PS；PE,1.87亿,4.66亿,4.91%,11.82亿,False,0.11000000000000001,,海南骏华新能源科技合伙企业(有限合伙)
2017,,,26.46,2.43,17.38%,6322.70万,-36.57%,11.74,,38.9118,2.2538,PS；PE,2.71亿,4.66亿,25.99%,10.96亿,False,0.16499999999999998,,海南骏华新能源科技合伙企业(有限合伙)
2016,,,57.33,2.07,1.72%,9967.39万,8.18%,11.23,,46.9918,5.1051,PS；PE,7.32亿,4.20亿,48.09%,10.48亿,1.51万,,,海南骏华新能源科技合伙企业(有限合伙)
2015,,,,2.04,-0.90%,9213.64万,5.01%,6.94,,,,PS；PE,3.10亿,3.30亿,45.22%,4.86亿,1.29万,,,海南骏华新能源科技合伙企业(有限合伙)
2014,,,,2.06,3.29%,8774.09万,15.37%,5.62,,,,PS；PE,2.65亿,2.44亿,42.68%,3.93亿,False,,,海南骏华新能源科技合伙企业(有限合伙)
2013,,,,1.99,-6.10%,7605.49万,13.65%,4.37,,,,PS；PE,1.92亿,1.65亿,38.21%,3.06亿,13.54万,,,海南骏华新能源科技合伙企业(有限合伙)
2012,,,,2.12,6.39%,6691.74万,16.94%,3.28,,,,PS；PE,9969.63万,9682.80万,31.57%,2.30亿,876.57万,,,海南骏华新能源科技合伙企业(有限合伙)
2011,,,,1.99,False,5722.19万,False,2.32,,,,PS；PE,3171.49万,3653.94万,28.72%,1.63亿,1264.33万,,,海南骏华新能源科技合伙企业(有限合伙)
