报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,29.7,1.0,29.7,4.187,5.32,53.00%,4545.67万,13.82%,9.17,8456.12万,3.79亿,8.55%,9.17亿,2.11亿
2024,29.77,1.0,29.77,5.9303,5.02,27.73%,5094.63万,0.87%,8.81,2506.84万,3.43亿,10.14%,8.81亿,1.06亿
2023,23.7,1.0,23.7,6.0305,3.93,1.67%,5050.75万,-44.84%,8.40,8284.63万,3.08亿,12.84%,8.40亿,6550.90万
2022,23.81,1.0,23.81,6.1525,3.87,-25.87%,9156.09万,-4.82%,8.00,2.80亿,2.72亿,23.66%,8.00亿,2394.61万
2021,31.89,1.0,31.89,6.1092,5.22,53.82%,9619.82万,51.04%,7.18,3.03亿,2.00亿,18.43%,7.18亿,3090.17万
2020,,,,,3.39,11.07%,6369.14万,7.77%,4.69,3118.15万,1.23亿,18.77%,3.52亿,3075.37万
2019,,,,,3.06,-1.22%,5910.05万,36.48%,3.84,5910.52万,6581.38万,19.34%,2.88亿,1737.41万
2018,,,,,3.09,21.62%,4330.35万,-7.40%,3.05,6551.83万,1262.34万,14.00%,2.29亿,1665.98万
2017,,,,,2.54,93.59%,4676.45万,132.11%,9.76,616.08万,1.51亿,18.39%,1.95亿,1518.41万
2016,,,,,1.31,False,2014.75万,False,7.42,148.10万,1.08亿,15.34%,1.48亿,1084.57万
